"NR_CNPJ_EMPRESA","NM_EMPRESA"
"12843917000137","WESLEY ROBSON DA SILVA PEREIRA  - ME"
"24569662000145","CLEBERSON FERNANDES DIAS - ME"
"14638557000167","SELENE PINHEIRO DA SILVA PESQUISAS DE MERCADO E OPINIAO PUBLICA - ME"
"03770346000167","OPEM OPINIAO PUBLICA E MERCADO S/C LTDA"
"02857371000110","STATSOFT SOUTH AMERICA COMERCIO DE SOFTWARE LTDA - EPP"
"26968293000199","H.F.MOLINA COMUNICACAO E PESQUISA - ME"
"08980670000123","INSTITUTO DE DESENVOLVIMENTO ECONOMICO E SOCIAL DA AMAZONIA"
"04216356000118","ALVO MARKETING E PUBLICIDADE LTDA"
"22913911000142","F DA C FERNANDES ALCANTARA EIRELI - EPP"
"83582734000153","BMP-BUREAU DE MARQUETING E PESQUISA LTDA - ME"
"09472061000126","DESTTAQ-INSTITUTO DE PESQUISA GESTAO E MERCADO"
"08286287000170","ANALISE - PESQUISA DE MERCADO LTDA - ME"
"04717077000138","INSTITUTO ACERTAR PESQUISA DE MERCADO E DE OPINIAO PUBLICA LTDA."
"22526278000130","OBJETIVA PESQUISA TREINAMENTO E CONSULTORIA LTDA - EPP"
"11773197000118","INSTITUTO DE PESQUISA DE OPINIAO PUBLICA BRASILEIRA LTDA - ME"
"05255333000185","V. C. H. A. SERVICOS LTDA."
"03724595000116","CONTEXTO - INSTITUTO DE PESQUISA DE MERCADO E OPINIAO LTDA - ME"
"14667295000169","GS NEGOCIOS IMOBILIARIOS LTDA - ME"
"25362320000112","FRANCISCO AIRES DE SOUZA PENIN JUNIOR 68947437204"
"08733243000140","LGLUZ CONSULTORIA E SERVICOS LTDA - EPP"
"16684996000131","JOAO CARLOS MEDEIROS DA SILVA - ME"
"13358105000169","6 SIGMA PESQUISA E CONSULTORIA ESTATISTICA LTDA - ME"
"24681699000160","OPEN DATA ANALYSIS EMPRESA JUNIOR"
"04994119000188","OPINIAO PESQUISAS SOCIAIS LTDA - ME"
"04894292000104","IP4 - INSTITUTO DE PESQUISA QUATRO LTDA - ME"
"05693586000130","A LEONILDE DE OLIVEIRA - ME"
"14861123000121","NAIPE S ASSESSORIA E CONSULTORIA EM MARKETING LTDA"
"09045102000106","CIPEC - CENTRO INTEGRADO DE PESQUISA E COMUNICACAO LTDA - EPP"
"69944171000175","IPEC INSTITUTO DE PESQUISAS CIENTIFICAS DE PERNAMBUCO LTDA - ME"
"09219131000139","METODO PESQUISA E CONSULTORIA LTDA - ME"
"23319818000177","G.A PESQUISA E CONSULTORIA LTDA - ME"
"74331356000144","A . C. PESQUISA E REPRESENTACAO COMERCIAL LTDA. - ME"
"23781574000140","BRASIL VERTICE LTDA - EPP"
"01077145000153","DATAMETRICA CONTACT CENTER LTDA"
"32208779000121","GERP EMPRESA BRASILEIRA DE PESQUISA LTDA. - ME"
"15148785000111","SUPRAMAX COMUNICACAO EIRELI - ME"
"04455153000184","RICARDO ASSIS DE MENEZES - ME"
"10828442000184","OLHO D AGUA DOS BREDOS LTDA - ME"
"13807655000118","INSTITUTO DE PESQUISA MAURICIO DE NASSAU"
"04001758000103","CECAPE-CENTRO DE CAPACITACAO DE PERNAMBUCO"
"05260769000162","SICAD - SERVICOS DE INFORMACOES CADASTRAIS LTDA - ME"
"10569214000137","PRAVDA COMUNICACAO & MARKETING LTDA - ME"
"07608537000188","CENTRO DE TREINAMENTO HUMANO LTDA - ME"
"01503056000121","DATACERTO LTDA - ME"
"23723322000164","MORAIS & DIAS INSTITUTO DE OPINI O P BLICA LTDA  - ME"
"09509214000162","CT-ASSESSORIA CONSULTORIA PROJETOS E PARTICIPACOES LTDA  - ME"
"11454795000124","JOAO MARIA PEREIRA JUNIOR - INFORMATICA - ME"
"04914964000104","REAL PESQUISAS LTDA. - ME"
"19812752000185","IVANI MOTA DE ARAUJO"
"07278993000107","GLAUCO VITAL DA SILVA INSTITUITO DE PESQUISA VISAO - MARKETING E OPINIAO PUBLICA"
"04453641000152","DATASONDA PESQUISAS LTDA - ME"
"13640033000148","M. R. FABRAO - PESQUISA E CONSULTORIA - ME"
"13776203000116","TONKOVITCH & TONKOVITCH PESQUISAS LTDA"
"11371501000109","INSTITUTO MULTICULTURAL LTDA  - ME"
"15644394000198","BRASLOPES PESQUISAS LTDA - ME"
"06195852000168","DATA VOX BRASIL - ASSESSORIA E PESQUISA LTDA - EPP"
"15271808000180","IPP INSTITUTO PARANAENSE DE PESQUISA LTDA - ME"
"05488856000171","I.N.P.E - INSTITUTO NACIONAL DE PESQUISAS E EDITORA LTDA - ME"
"03989764000140","DATACENSO PESQUISAS E TENDENCIAS MERCADOLOGICAS LTDA - EPP"
"10175063000132","IRG CONSULTORIA E PRESTACAO DE SERVICO LTDA - ME"
"20790165000111","DATASONDA MIDIA LTDA - ME"
"72539232000123","GLOBO PESQUISAS LTDA - ME"
"06859792000130","ROBERTO LORENZZON - ME"
"10171274000105","TOLEDO - LEVANTAMENTOS ESTATISTICOS S/S LTDA  - ME"
"04756345000120","LOPES & FALEIRO LTDA - ME"
"17770952000197","DESENVOLVER - GESTAO E PLANEJAMENTO - EIRELI  - ME"
"10213851000176","L DAMAS BOBERG PESQUISAS, CONSULTORIA E PLANEJAMENTO - ME"
"07331137000178","VISAO PESQUISAS DE OPINIAO EIRELI  - ME"
"00481961000165","RADAR INTELIGENCIA - EIRELI"
"02364672000101","GRAFICA E EDITORA VALENTE FARTURA LTDA - ME"
"81273419000119","INSTITUTO EXATTA PESQUISAS S/S LTDA - ME"
"00115187000179","IMAGEM PESQUISA E TREINAMENTO S S LTDA  - ME"
"84782101000151","INSTITUTO BRASIL DE PESQUISAS S/S LTDA - ME"
"85250702000186","INSTITUTO CATARINENSE DE PESQUISAS LTDA - ME"
"04982801000150","A. R. DE MOURA & CIA LTDA - EPP"
"01408365000112","DATACONSULTE PESQUISAS, CONSULTORIA E PLANEJAMENTO LTDA - ME"
"09185766000162","ALO BRASIL PESQUISAS CONSULTORIA E MARKETING LTDA - ME"
"19074650000100","EXCELENCIA PESQUISA E CONSULTORIA LTDA - ME"
"23640478000181","C&J EVENTOS LTDA - EPP"
"15692490000101","GARBIN & FERREIRA LTDA"
"08956501000158","SLH CONSULTORIA E PESQUISA LTDA - ME"
"07177197000188","R. M. MARIATH - SERVICOS DE PROPAGANDA E MARKETING"
"19217115000160","PRO 4 PESQUISA E MIDIA LTDA - ME"
"10683261000107","ULRICH PESQUISA E MARKETING LTDA. - EPP"
"24436087000102","OPINIUN INSTITUTO DE PESQUISA E SERVICOS LTDA - ME"
"19557018000117","AGORA PESQUISA - EIRELI"
"04967411000101","IBPS CONSULTORIA E PESQUISA LTDA - EPP"
"24412771000154","INSTITUTO NOVO - PESQUISA DE OPINIAO E MERCADO LTDA"
"02002581000126","SYSTEME TECHNOLOGY BRASIL PESQUISAS LTDA."
"06968064000167","P. R. BARBOSA MIDIA E PUBLICIDADE LTDA - ME"
"01286233000165","PRECISAO TECNOLOGIA E CONSULTORIA LTDA"
"13807662000110","CITTA PROJETOS E CONSULTORIA LTDA - ME"
"23529695000107","INSTITUTO DE PESQUISA DATA BASEE LTDA"
"10472104000152","FABIO LEANDRO DE ANDRADE PUBLICIDADES - ME"
"05489627000171","CONTEXTO BRASIL ESTUDOS DE COMPORTAMENTO E MERCADO LTDA - ME"
"13320517000100","AGENCIA MIND PESQUISAS E TREINAMENTOS S/S LTDA"
"58625922000174","INSTITUTO MAGNUS DE PESQUISAS LTDA - ME"
"07869280000118","VISAO COMERCIO E SERVICOS DE PESQUISA LTDA"
"02486450000161","JOSE MARCOS DOS SANTOS - ME"
"10634717000149","ORBITAL SUL SERVICOS DE PESQUISAS LTDA - ME"
"24847209000153","LIMA FILHO & CONSULTORIA EIRELI"
"03480760000131","ONG. ORGANIZACAO NAO GOVERNAMENTAL VIDA BRASIL"
"03127619000150","CERTUS PESQUISA E CONSULTORIA EIRELI - EPP"
"10783981000144","SETA INSTITUTO DE PESQUISA LTDA"
"40808743000107","MARCIA CAMARA DE FIGUEIREDO - EPP"
"03427023000175","CARLOS MAGNO MACHADO - ME"
"10307514000148","ERIVALDO TRINDADE DE ARAUJO - ME"
"10572939000184","PREVISAO TECNOLOGIA DA INFORMACAO LTDA - ME"
"07596217000155","FONTE REAL GGE LTDA - ME"
"28780441000172","IHPEC - INSTITUTO HAVERROTH DE POLITICA, ESTATISTICA E COMUNICACAO LTDA."
"09021305000154","F. DA S. RABELLO"
"10735713000157","IIP INSTITUTO DE PESQUISAS LTDA - ME"
"12329007000130","VITORIA PESQUISAS LTDA - ME"
"23793036000175","INSTITUTO PLURAL DE PESQUISAS POLITICAS E SOCIAIS EIRELI - ME"
"10905523000130","FANIELI ABREU - ME"
"19836424000119","A REALIDADE - CONSULTORIA E ESTATISTICA LTDA - ME"
"82883901000133","VORTEX PESQUISAS, CONSULTORIA E SISTEMAS LTDA - ME"
"10749524000133","DANIEL DIAZ & CIA LTDA - ME"
"00853528000103","INSTITUTO METHODUS ANALISE DE MERCADO SOCIEDADE SIMPLES LIMITADA"
"09328809000111","INSTITUTO LJM LTDA - ME"
"02771214000197","LOBO CONSULT RS ASSESSORIA EMPRESARIAL LTDA - ME"
"07318001000128","CASA BRASIL EDITORES LTDA. - ME"
"20018384000187","AMOSTRA INSTITUTO DE PESQUISA LTDA - EPP"
"97552128000108","DIAS DE OLIVEIRA & OLIVEIRA LTDA - EPP"
"09140447000130","ORGANIZACOES FERNANDES LTDA - ME"
"12984353000152","FATIMA APARECIDA SOUZA MAJONE 09204170867"
"02565888000135","QUALIDATA ASSESSORIA ESTRATEGICA LTDA - ME"
"13483729000108","FOCO PESQUISAS & SERVICOS LTDA - ME"
"72113046000128","STUDIO PESQUISAS E CONSULTORIA LTDA. - EPP"
"19731315000137","TULIPA PESQUISAS DE MERCADO E OPINIAO PUBLICA EIRELI"
"94376613000171","AGOSTINHO NICOLINI - ME"
"09271490000135","TORRES EVENTOS LTDA - ME"
"93807485000100","BUREAU - ESCRITORIO DE PESQUISAS MERCADOLOGICAS EIRELI  - ME"
"06195029000152","VERTICE PRODUTORA DE EVENTOS, MARKETING E PESQUISAS LTDA.. - ME"
"17533501000136","CARLOS A. GADEA EIRELI"
"17148279000158","SOLUCAO CONSULTORIA, PESQUISA E GESTAO DE PROJETOS E SERVICOS LTDA"
"22485229000104","GRACA FABIANA RAMOS DOS SANTOS GODINHO - ME"
"25095806000131","LUIS CARLOS ALVES DA MAIA 04964714900"
"07891384000129","EXCELLENCE GESTAO ORGANIZACIONAL LTDA  - ME"
"15836399000112","AXIOMA SERVICOS DE APOIO ADMINISTRATIVO LTDA - ME"
"18237296000124","INCOPE - INSTITUTO CATARINENSE DE OPINIAO PUBLICA E ESTATISTICA LTDA. - EPP"
"07911066000182","ELIAN PERES PEREIRA  - ME"
"14543481000196","GUSTAVO HENRIQUE PEREIRA FLEMMING"
"02603313000160","SINTESE PESQUISA E ASSESSORIA LTDA"
"17988811000145","TENDENCIA - PESQUISA E CONSULTORIA EIRELI - ME"
"04204407000191","SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL LTDA"
"00762213000150","FC&V CONSULTORIA S/C - ME"
"05643471000131","DIAGRAMA PUBLICIDADE LTDA"
"83203646000101","MAPA MARKETING E PARTICIPACOES LTDA - EPP"
"09256171000150","IPC - INSTITUTO DE PESQUISA CATARINENSE LTDA - EPP"
"84307974000102","FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI"
"06956108000139","MARIA APARECIDA DOS SANTOS BERTOL - ME"
"83067108000129","HGS PESQUISA E ASSESSORIA LTDA - ME"
"14346094000160","FELIPE ONISTO"
"83649830000171","ASSOCIACAO BENEFICENTE DA INDUSTRIA CARBONIFERA DE SANTA CATARINA (SATC)"
"04611126000153","IPAC INSTITUTO DE PESQUISA , ASSESSORIA E CONSULTORIA LTDA"
"08537916000197","RUAN PESQUISA DE MERCADO E ASSESSORIA EM GESTAO EMPRESARIAL LTDA  - ME"
"01120038000160","ON LINE INFORMACOES DE MERCADO LTDA - ME"
"23148627000190","ALO SERGIPE CONSULTORIA, ASSESSORIA, PUBLICIDADE E MARKETING EIRELI - ME"
"03817479000141","UNIDADE DE INFORMACAO, PESQUISA E CONSULTORIA LTDA - EPP"
"25276625000101","EXOGENIA CONSULTORIA E ESTATISTICA EIRELI - ME"
"16502103000190","A B SANTOS - ME"
"12451031000148","ANDREA P. P. GUIMARAES - PESQUISAS DE MARKETING - ME"
"09253251000152","GERALDO DENISON COSTA VIANA JUNIOR - EPP"
"09315824000125","INSTITUTO SOMA DE PESQUISA DE OPINIAO PUBLICA EIRELI  - ME"
"11068083000177","MARCIO ROGERIO PEREIRA GOMES - ME"
"20813593000112","A Y TANAKA PESQUISA E CONSULTORIA ESTATISTICA - ME"
"22767769000172","BOM DIA RIO PRETO - COMUNICACOES LTDA - ME"
"02789166000164","M R COMUNICACAO E MARKETING LTDA - ME"
"24699726000122","DATA ALPHA PESQUISAS DE OPINIAO EIRELI"
"03155494000171","M.A.S -OPINIAO & PESQUISA S/S LTDA - ME"
"73988917000110","OPINIAO PESQUISA ANALISE E CONSULTORIA LTDA - EPP"
"09470150000133","IPAT - INSTITUTO DE PESQUISAS A TRIBUNA LTDA - EPP"
"11262311000145","F. L. S. - PESQUISA, ASSESSORIA E MARKETING LTDA."
"08145759000174","TOLEDO CAMPOS EDITORA E COMUNICACAO LTDA - ME"
"08488158000164","PREVIEW CONSULTORIA EM PUBLICIDADE POLITICA E ESTATISTICA LTDA - EPP"
"11071053000110","BERNARDES & COZER COMUNICACAO LTDA"
"20269631000118","COZER & BERNARDES PUBLICIDADES LTDA - ME"
"14275315000156","ERICA REGINA ANALISE & PESQUISA LTDA - ME"
"26049818000192","AMANDA DE SOUSA ALVES OLIVEIRA EIRELI - ME"
"66996380000174","PAULISTA JUNIOR PROJETOS & CONSULTORIA"
"02456213000158","DATAVALE PESQUISAS, COMUNICACOES E SISTEMAS LTDA - EPP"
"61709838000143","IOPPM - INSTITUTO DE OPINIAO PUBLICA E PESQUISA DE MERCADO LTDA"
"25348249000113","ALEXANDRE SOCRATES NAVISKAS - ME"
"09334545000109","ANDREIA RAFAEL PUBLICIDADE, PESQUISA E NOTICIAS - ME"
"61466926000161","ELIANA MARIA MAZZA CORREA - ME"
"07421264000168","EDITORA VIEIRA AIRES LTDA - ME"
"18886742000121","DADO PESQUISA E CONSULTORIA LTDA - EPP"
"12330462000156","QUANTY INSTITUTO DE PESQUISAS DE OPINIAO PUBLICA LTDA"
"07495584000162","G 6 PRODUTORA DE AUDIO E VIDEO LTDA - ME"
"05358902000118","INSTITUTO DE PESQUISA SOROCABANO LTDA - EPP"
"08716449000162","MEMENTO CONSULTORIA, ASSESSORIA DE IMPRENSA E TRADUCAO LTDA"
"18372420000164","INTERATIVA PESQUISAS EIRELI - ME"
"10221548000115","V2 PESQUISA E ANALISE DE MERCADO LTDA  - ME"
"13098271000173","POLO PESQUISAS E ASSESSORIA LTDA - ME"
"96508015000134","LIMITE CONSULTORIA E PESQUISAS DE MARKETING LTDA"
"16623147000178","DGABC PESQUISAS LTDA."
"02383506000152","ASSOCIACAO BRASILEIRA DE DEFESA E FOMENTO DOS VALORES DA PERSONALIDADE HUMANA"
"05584301000123","G. A. C. SCANDIUZI MARKETING LTDA"
"09263232000107","JET-PUBLICIDADE E PESQUISAS FERNANDOPOLIS LTDA - ME"
"24977635000101","REGIAO OESTE PESQUISAS & EDITORA LTDA - EPP"
"11671785000140","METROPOLE PESQUISA, GESTAO E COMUNICACAO LTDA  - ME"
"12034597000174","CRUZ CONSULTING - PESQUISAS DE MERCADO E OPINIAO PUBLICA LTDA - ME"
"21053343000194","JOSE CARLOS DE OLIVEIRA CAMPOS - ME"
"13641227000168","GOMES E LIMA CONSULTORIA E PESQUISA LTDA - ME"
"60249448000175","ENGRACIA GARCIA CONSULTORIA E PESQUISA LTDA"
"05104718000141","INSTITUTO KAIROS"
"66990367000108","DATAPRESS INSTITUTO DE PESQUISA, COMUNICACAO E PUBLICIDADE LTDA - ME"
"04116046000121","STATSOL SOLUCOES ESTATISTICAS E PESQUISA DE MERCADO S/S LTDA - EPP"
"09424019000130","TCT - COLETA E PROCESSAMENTO DE DADOS LTDA - ME"
"22223618000153","ATITUDE & ESTRATEGIA PESQUISAS LTDA - ME"
"03596747000142","UNIAO CULTURAL E EDUCACIONAL PANAMERICANA (UNIPANAMERICANA)"
"59966069000117","W.S.N ASSESSORIA E PESQUISAS ESTATISTICAS S/S LTDA - EPP"
"62292602000117","ENFOQUE ASSESSORIA DE COMUNICACAO INTEGRADA LTDA - ME"
"13633001000115","JEO BRASIL PESQUISA, MARKETING COMUNICACAO & PROJETOS LTDA - EPP"
"11285330000197","GD TELECOMUNICACOES LTDA - ME"
"00561773000147","IOPEQ-INSTITUTO DE OPINIAO PUBLICA,ESTATISTICA E QUALIDADE LTDA - EPP"
"96479001000130","ART PRO MARKET E EDITORA LTDA"
"20210728000155","COOPERATIVA PAULISTA DE TRABALHOS ESTATISTICOS E SIMILARES - COOPEREST"
"03915509000152","PROPAGARE DIGITAL ESTRATEGIAS E COMUNICACAO SOCIAL - EIRELI"
"30226551000139","CLAUDIONOR ROBERTO CHICHETTO"
"07385910000189","ROSY PAULA RESPLANDE BENICIO"
"13306192000100","OCCUR COMUNICACOES E TECNOLOGIA - EIRELI"
"24778776000103","A. C. FILHO MARKETING DE PROPAGANDA POLITICA EIRELI - ME"
"11345721000150","ASSOCIACAO PROJ ETO DE REPRES DE APREND INCENTIVO ARTISTICO E CULTURAL DO BICO"
"24340197000176","B I P DA COSTA MARKETING PESQUISA E COMUNICACAO LTDA - ME"
"14085358000179","MACIEL & REIS LTDA  - ME"
"29842579000111","REAL TIME BIG DATA GESTAO DE DADOS LTDA."
"23254436000102","VOX DO BRASIL PESQUISAS E PARTICIPACOES LTDA"
"17159578000198","M B BARROS CONSULTORIA LTDA - ME"
"22267969000166","M P VALIN EIRELI"
"09045102000106","CIPEC - CENTRO INTEGRADO DE PESQUISA E COMUNICACAO LTDA"
"26742291000187","GUIMARAES PESQUISAS E CONSULTORIA LTDA"
"81908345000140","INSTITUTO PARANA DE PESQUISAS E ANALISE DE CONSUMIDOR LTDA"
"10599874000160","DIGITOP PUBLICIDADE & MARKETING LTDA"
"25240253000163","DATAILHA ESPECIALISTA EM PESQUISAS DE MERCADO E DE OPINIAO PUBLICA LTDA"
"00794068000270","VIRTU ANALISE E ESTRATEGIA LTDA."
"04270642000161","IPSOS BRASIL PESQUISAS DE MERCADO LTDA"
"02501289000158","OPINIAO CONSULTORIA LTDA"
"11077560000160","IPRI INSTITUTO DE PESQUISA DE REPUTACAO E IMAGEM LTDA"
"04857350000120","OPINIAO - PESQUISA E CONSULTORIA TECNICA LTDA"
"09415165000107","GOVNET PESQUISA E TECNOLOGIA DA INFORMACAO LTDA"
"29550908000150","DATAPODER360 PESQUISAS, JORNALISMO E COMUNICACAO LTDA"
"18605544000142","VERTUDE LTDA."
"20815824000127","MARCIO BARTOLOMEU AZEVEDO DA COSTA"
"19381669000107","MESEEMS SERVICOS DE INTELIGENCIA DE MERCADO LTDA"
"13293860000102","GRAN PRIME DESENVOLVIMENTO E EDUCACAO LTDA"
"05850850000100","FORTIORI PESQUISA, DIAGNOSTICO & MARKETING EIRELI"
"26958708000143","LUANA RAQUEL MARQUES PEREIRA MARTINS"
"00081933000150","VETOR ASSESSORIA E PESQUISA DE MERCADO E DE OPINIAO PUBLICA LTDA"
"10575983000148","DATAMETRICA PESQUISA DE OPINIAO E CONSULTORIA LTDA"
"47985577000163","ASSOCIACAO DO COMERCIO E INDUSTRIA DE FRANCA"
"17541189000122","HC 7 CONSULTORIA E ASSESSORIA DE IMPRENSA - EIRELI"
"10175843000182","INSTITUTO DE PESQUISAS PERFIL LTDA"
"24899123000174","WILLAN DE FRANCA SILVA"
"15625058000106","SOUSA & LUCENA LTDA"
"31231776000146","SUA SOLUCAO WEB LTDA"
"00850844000121","DADOS PESQUISA OPINIAO & MERCADO EIRELI"
"00189806000170","LUPI ASSOCIADOS PESQUISA E MARKETING LTDA"
"07556296000170","INSTITUTO QUEST DE PESQUISAS LTDA"
"13845495000100","IFT.COM EDITORACAO ELETRONICA LTDA"
"31027789000106","INSTITUTUM SUR GENTIS DE PESQUISA E CONSULTORIA LTDA"
"12158914000164","INSTITUTO SOLEIL DE PESQUISA E EDUCACAO LTDA"
"24259964000117","ELEITOR DIGITAL CONSULTORIA E SERVICOS LTDA"
"26300595000194","QUANTIMAIS CONSULTORIA LTDA"
"20503000000111","DATTAMARKETING LTDA"
"03622028000159","FUTURA CONSULTORIA E ASSESSORIA LTDA"
"00565157000164","FLEXCONSULT LTDA"
"28504695000168","BRAND CONSULTORIA E GESTAO EIRELI"
"17311348000100","MX LOAD LTDA"
"12675533000152","LUPA PESQUISAS E PROJETOS LTDA"
"10892795000143","ESCUTEC - PESQUISAS DE MERCADO E DE OPNIAO PUBLICA EIRELI"
"17166399000188","ESTRATEGIAS CONFIRMA PESQUISA E COMERCIO LTDA  - ME"
"23340485000168","DATA NEWS BRASIL OPNIAO PESQUISA E CONSULTORIA LTDA"
"24089028000105","PEREIRA & COELHO CONSULTORIA LTDA"
"01269029000136","BOAS E BOAS CONSULTORIA E PESQUISAS EIRELI"
"11785871000184","INSTITUTO RANKING DE PESQUISAS LTDA"
"10544202000158","PERCENT PESQUISA DE MERCADO E OPINIAO LTDA"
"06271706000174","ACCESS - PROJETOS, DESENVOLVIMENTO DE SISTEMAS, CONSULTORIA E PESQUISAS LTDA"
"22469946000134","JOSE ELIAS PEREIRA NETO 05661875401"
"09471067000189","CENSUS - INSTITUTO DE PESQUISAS LTDA"
"84782101000151","INSTITUTO BRASIL DE PESQUISAS S/S LTDA"
"23529695000107","INSTITUTO DE PESQUISA DATA BASE E ESTATISTICA LTDA"
"24250779000161","LOTTUS CONSULTORIA PESQUISAS E MARKETING EIRELI"
"10735713000157","IIP INSTITUTO DE PESQUISAS LTDA"
"29160690000128","ALAILSON PEREIRA MODESTO"
"01648876000101","PADRAO PESQUISAS CIENTIFICAS LTDA. - ME"
"03155494000171","M.A.S -OPINIAO & PESQUISA S/S LTDA"
"21902281000148","STEPHSON KIM NUNES GUIMARAES 01350006106"
