outro id,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15
ES-00033/2014,BR-00990/2014,https://www.vilanoticias.com/ibope-e-futura-mostram-larga-vantagem-de-paulo-hartung-eleicao-deve-ser-decidida-no-primeiro/,BR,BRASIL,1.0,S,,,1.0,ROSE DE FREITAS,"49,6",NEUCIMAR FRAGA,"29,7",JOAO COSER,"17,1",ANDRE MOREIRA,"2,3",RAPHAEL FURTADO,"1,3",,,,,,,,,,,,,,,,,,,,
,BR-00992/2014,http://www.pinheirinho.net/2014/09/,BR,BRASIL,1.0,PR,,,,DILMA ROUSSEFF,"40,4",MARINA SILVA,"25,2",AECIO NEVES,"19,8",,,,,,,,,,,,,,,,,,,,,,,,
,BR-01032/2014,https://agentepoeta.blogspot.com/2014/,BR,BRASIL,1.0,PR,,,,DILMA,"40,6",AECIO NEVES,24,MARINA SILVA,"21,4",LUCIANA GENRO,"1,1",,,,,,,,,,,,,,,,,,,,,,
,BR-01129/2014,https://www.campograndenews.com.br/politica/aecio-esta-14-pontos-a-frente-de-dilma-roussef-em-mato-grosso-do-sul,BR,BRASIL,1.0,PR,0.0,,,AECIO NEVES,"46,94",DILMA,"35,29",,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01129/2014,https://www.campograndenews.com.br/politica/aecio-esta-14-pontos-a-frente-de-dilma-roussef-em-mato-grosso-do-sul,BR,BRASIL,1.0,PR,1.0,,,AECIO NEVES,"53,53",DILMA,"40,24",,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01139/2014,https://amarelinho10.blogspot.com/2014_10_20_archive.html,BR,BRASIL,1.0,PR,1.0,,,DILMA ROUSSEF,"45,5",AECIO NEVES,"44,5",,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01139/2014,https://politicaenfoco.blogspot.com/2014/10/,BR,BRASIL,1.0,PR,0.0,,,DILMA ROUSSEFF,"43,8",AECIO NEVES,"42,1",,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01199/2014,http://www.angueraonlineba.com/2014/10/,BR,BRASIL,1.0,PR,0.0,,,AECIO NEVES,"44,4",DILMA ROUSSEFF,"43,3",,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01199/2014,https://blogdoedsonjoel.blogspot.com/2014/,BR,BRASIL,1.0,PR,1.0,,,AECIO NEVES,"45,3",DILMA ROUSSEFF,"44,7",,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01200/2014,https://www.campograndenews.com.br/politica/em-ms-aecio-tem-vantagem-de-13-pontos-e-segue-na-frente-de-dilma,BR,BRASIL,1.0,PR,,,,AECIO NEVES,"52,56",DILMA ROUSSEFF,"39,76",,,,,,,,,,,,,,,,,,,,,,,,,,
MG-08614/2018,BR-02780/2018,http://www.jornalcorreiodacidade.com.br/noticias/15263-pesquisa-prove-2018-mais-da-metade-dos-lafaietenses-ainda-nao-sabe-em-quem-votar,BR,BRASIL,1.0,DF,0.0,,,MARCO ANTONIO,"2,8",MANOEL VESPUCIO,"2,8",PADRE JOAO,"1,8",,,,,,,,,,,,,,,,,,,,,,,,
MG-08614/2018,BR-02780/2018,http://www.jornalcorreiodacidade.com.br/noticias/15263-pesquisa-prove-2018-mais-da-metade-dos-lafaietenses-ainda-nao-sabe-em-quem-votar,BR,BRASIL,1.0,DE,0.0,,,GLAYCON FRANCO,"19,5",SELMA ROCHA,5,GIOVANNY LAPORTE,2,,,,,,,,,,,,,,,,,,,,,,,,
,BR-03303/2018,https://aldenisfernandes.blogspot.com/2018/09/,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,"28,2",FERNANDO HADDAD,"25,2",CIRO GOMES,"9,4",GERALDO ALCKMIN,"7,3",MARINA SILVA,"2,6",JOAO AMOEDO,2,HENRIQUE MEIRELLES,2,ALVARO DIAS,"1,7",,,,,,,,,,,,,,
,BR-03303/2018,https://www.slideshare.net/lcazenha/resultados-cnt-mda139,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,"25,5",FERNANDO HADDAD,"19,7",CIRO GOMES,"6,7",GERALDO ALCKMIN,5,LULA,"2,4",JOAO AMOEDO,"1,6",ALVARO DIAS,"1,3",MARINA SILVA,"1,2",HENRIQUE MEIRELLES,"1,1",,,,,,,,,,,,
,BR-04362/2018,https://www.slideshare.net/lcazenha/pesquisa-cnt-138,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,"28,2",FERNANDO HADDAD,"17,6",CIRO GOMES,"10,8",GERALDO ALCKMIN,"6,1",MARINA SILVA,"4,1",JOAO AMOEDO,"2,8",ALVARO DIAS,"1,9",HENRIQUE MEIRELLES,"1,7",,,,,,,,,,,,,,
,BR-04362/2018,https://www.slideshare.net/lcazenha/pesquisa-cnt-138,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,"23,7",FERNANDO HADDAD,"9,1",LULA,"7,5",CIRO GOMES,"6,3",GERALDO ALCKMIN,"2,8",JOAO AMOEDO,"1,8",MARINA SILVA,"1,7",,,,,,,,,,,,,,,,
,BR-04819/2018,https://www.slideshare.net/lcazenha/cntmda-140-resultados,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,"36,7",FERNANDO HADDAD,24,CIRO GOMES,"9,9",GERAD,"5,8",JOAO AMOEDO,"2,3",MARINA SILVA,"2,2",ALVARO DIAS,"1,7",HENRIQUE MEIRELLES,"1,6",CABO DACIOLO,"1,3",,,,,,,,,,,,
,BR-04819/2018,https://www.slideshare.net/lcazenha/cntmda-140-resultados,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,"33,9",FERNANDO HADDAD,"20,4",CIRO GOMES,"7,3",GERALDO ALCKMIN,"4,1",JOAO AMOEDO,"1,8",HENRIQUE MEIRELLES,"1,2",MARINA SILVA,"1,1",ALVARO DIAS,"1,1",,,,,,,,,,,,,,
MG-06081/2018,BR-05535/2018,https://www.cnt.org.br/imprensa/noticia/cnt-divulga-terceira-pesquisa-eleicoes-minas-gerais,BR,BRASIL,1.0,S,1.0,,,DILMA ROUSSEFF,"24,3",RODRIGO PACHECO,"16,7",JORNALISTA CARLOS VIANA,"16,3",DINIS PINHEIRO,"10,4",RODRIGO PAIVA,"9,5",FABIO CHEREM,"9,5",MIGUEL CORREA,"6,1",CORONEL LACERDA,"5,7",BISPO DAMASCENO,"4,8",PROFESSOR TULIO LOPES,"3,5",VANESSA PORTUGAL BARBOSA,"2,6",DUDA SALABERT,"2,2",ANA ALVES,"1,3",KAKA MENEZES,"1,3",,
MG-06081/2018,BR-05535/2018,https://www.cnt.org.br/imprensa/noticia/cnt-divulga-terceira-pesquisa-eleicoes-minas-gerais,BR,BRASIL,1.0,G,1.0,,,ANTONIO ANASTASIA,"31,5",FERNANDO PIMENTEL,"19,3",ROMEU ZEMA,"14,2",ADALCLEVER LOPES,"2,5",JOAO BATISTA DOS MARES GUIA,"1,6",DIRLENE MARQUES,"1,1",,,,,,,,,,,,,,,,,,
,BR-05535/2018,https://www.cnt.org.br/imprensa/noticia/cnt-divulga-terceira-pesquisa-eleicoes-minas-gerais,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,"39,7",FERNANDO HADDAD,"19,9",CIRO GOMES,"8,7",GERALDO ALCKMIN,"6,8",JOAO AMOEDO,"3,4",MARINA SILVA,"3,1",HENRIQUE MEIRELLES,"1,5",CABO DACIOLO,"1,4",,,,,,,,,,,,,,
,BR-05911/2018,https://www.slideshare.net/lcazenha/cnt-mda-eleicoesspagosto2018,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,"18,9",GERALDO ALCKMIN,15,MARINA SILVA,"8,4",FERNANDO HADDAD,"8,3",CIRO GOMES,6,ALVARO DIAS,"1,8",MANUELA D'AVILA,"1,7",GUILHERME BOULOS,"1,1",VERA LUCIA,"1,1",HENRIQUE MEIRELLES,1,,,,,,,,,,
SP-04729/2018,BR-05911/2018,https://www.slideshare.net/lcazenha/cnt-mda-eleicoesspagosto2018,BR,BRASIL,1.0,S,1.0,,,EDUARDO SUPLICY,"24,2",MARTA SUPLICY,"16,7",MARIO COVAS NETO,"12,9",MAJOR OLIMPIO,11,RICARDO TRIPOLI,"5,6",EDUCADOR DANIEL CARA,"4,2",JILMAR TATTO,4,MARA GABRILLI,"3,9",SILVA FERRARO,"3,8",DIOGO DA LUZ,"2,4",JAIR ANDREONI,"1,2",,,,,,,,
SP-04729/2018,BR-05911/2018,https://www.slideshare.net/lcazenha/cnt-mda-eleicoesspagosto2018,BR,BRASIL,1.0,S,0.0,,,EDUARDO SUPLICY,"3,5",MAJOR OLIMPIO,1,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04729/2018,BR-05911/2018,https://www.slideshare.net/lcazenha/cnt-mda-eleicoesspagosto2018,BR,BRASIL,1.0,G,1.0,,,JOAO DORIA,"16,4",PAULO SKAF,"16,2",MARCIO FRANÇA,5,LUIZ MARINHO,"4,8",PROF. LISETE ARELARO,"2,8",RODRIGO TAVARES,1,TONINHO FERREIRA,1,,,,,,,,,,,,,,,,
SP-04729/2018,BR-05911/2018,https://www.slideshare.net/lcazenha/cnt-mda-eleicoesspagosto2018,BR,BRASIL,1.0,G,0.0,,,JOAO DORIA,"4,2",PAULO SKAF,"2,2",MARCIO FRANÇA,"1,6",,,,,,,,,,,,,,,,,,,,,,,,
,BR-06132/2018,http://maranhaohoje.com/em-minas-lula-lidera-para-presidente-e-dilma-rousseff-para-o-senado/,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,"21,9",FERNANDO HADDAD,"12,6",MARINA SILVA,"9,3",CIRO GOMES,"7,1",GERALDO ALCKMIN,"5,9",JOAO AMOEDO,"1,9",ALVARO DIAS,"2,2",HENRIQUE MEIRELLES,"1,4",GUILHERME BOULOS,1,,,,,,,,,,,,
MG-02724/2018,BR-06132/2018,https://bhaz.com.br/2018/08/23/brancos-nulos-pesquisa-minas/,BR,BRASIL,1.0,S,,,,DILMA ROUSSEFF,"23,2",JORNALISTA CARLOS VIANA,"7,9",PROFESSOR TULIO LOPES,"6,4",DINIS PINHEIRO,"5,4",RODRIGO PACHECO,"5,4",BISPO DAMASCENO,"5,4",CORONEL LACERDA,5,JORGE LUNA,"4,4",VANESSA PORTUGAL BARBOSA,"4,2",RODRIGO PAIVA,"4,1",JAIME MARTINS,"2,5",ANA ALVES,2,DUDA SALABERT,"1,6",KAKA MENEZES,"1,4",,
MG-02724/2018,BR-06132/2018,https://bhaz.com.br/2018/08/23/brancos-nulos-pesquisa-minas/,BR,BRASIL,1.0,G,1.0,,,ANTONIO ANASTASIA,"25,1",FERNANDO PIMENTEL,"18,6",ROMEU ZEMA,"4,3",DIRLENE MARQUES,"1,9",JOAO BATISTA DOS MARES GUIA,"1,6",,,,,,,,,,,,,,,,,,,,
MG-02724/2018,BR-06132/2018,https://folhadosulmg.blogspot.com/2018/08/,BR,BRASIL,1.0,G,0.0,,,ANTONIO ANASTASIA,"7,1",FERNANDO PIMENTEL,"4,4",MARCIO LACERDA,2,ROMEU ZEMA,"1,4",,,,,,,,,,,,,,,,,,,,,,
,BR-06600/2018,http://tijolaco.net/blog/wp-content/uploads/2018/03/relatorio_sintese_completo_cntmda_135.pdf,BR,BRASIL,1.0,PR,1.0,,,LULA,"33,4",JAIR BOLSONARO,"16,8",MARINAS SILVA,"7,8",GERALDO ALCKMIN,"6,4",CIRO GOMES,"4,3",ALVARO DIAS,"3,3",FERNANDO COLLOR,"1,2",,,,,,,,,,,,,,,,
,BR-06600/2018,http://tijolaco.net/blog/wp-content/uploads/2018/03/relatorio_sintese_completo_cntmda_135.pdf,BR,BRASIL,1.0,PR,0.0,,,LULA,"18,6",JAIR BOLSONARO,"12,3",CIRO GOMES,"1,7",GERALDO ALCKMIN,"1,4",ALVARO DIAS,"1,2",MARINA SILVA,"1,2",,,,,,,,,,,,,,,,,,
,BR-06718/2018,https://www.calameo.com/books/005029257abb2265604a2,BR,BRASIL,1.0,PR,0.0,,,JAIR BOLSONARO,"32,37",FERNANDO HADDAD,"10,14",CIRO GOMES,"2,99",GERALDO ALCKMIN,"2,95",MARINA SILVA,"1,83",ALVARO DIAS,"1,1",,,,,,,,,,,,,,,,,,
,BR-06718/2018,https://www.calameo.com/books/005029257abb2265604a2,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,"39,71",FERNANDO HADDAD,"18,65",GERALDO ALCKMIN,"7,86",CIRO GOMES,"7,09",MARINA SILVA,"6,27",ALVARO DIAS,"2,28",HENRIQUE MEIRELLES,"2,28",JOAO AMOEDO,"1,62",,,,,,,,,,,,,,
,BR-06933/2018,https://www.infomoney.com.br/politica/bolsonaro-x-haddad-o-que-as-5-pesquisas-divulgadas-as-vesperas-do-2o-turno-dizem-sobre-a-eleicao/,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,"48,5",FERNANDO HADDAD,37,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-07386/2018,https://www.calameo.com/books/005331112181e303cf1c6,BR,BRASIL,1.0,PR,1.0,,,JAIR BOLSONARO,"43,47",FERNANDO HADDAD,"20,76",GERALDO ALCKMIN,"7,02",CIRO GOMES,"5,15",MARINA SILVA,"4,25",JOAO AMOEDO,"2,11",ALVARO DIAS,"1,91",HENRIQUE MEIRELLLES,"1,71",,,,,,,,,,,,,,
,BR-09086/2018,http://ep00.epimg.net/descargables/2018/08/20/09698d627723e7dd105e9341d7f787e7.pdf,BR,BRASIL,1.0,PR,1.0,,,LULA,"37,3",JAIR BOLSONARO,"18,8",MARINA SILVA,"5,6",GERALDO ALCKMIN,"4,9",CIRO GOMES,"4,1",ALVARO DIAS,"2,7",,,,,,,,,,,,,,,,,,
,BR-09086/2018,http://ep00.epimg.net/descargables/2018/08/20/09698d627723e7dd105e9341d7f787e7.pdf,BR,BRASIL,1.0,PR,0.0,,,LULA,"20,7",JAIR BOLSONARO,"15,1",GERALDO ALCKMIN,"1,7",CIRO GOMES,"1,5",ALVARO DIAS,"1,3",MARINA SILVA,"1,1",,,,,,,,,,,,,,,,,,
,BR-09430/2018,https://cesarweis.com/com-lula-enjaulado-bolsonaro-mantem-lideranca-segundo-pesquisa/,BR,BRASIL,1.0,PR,,,,LULA,"32,4",JAIR BOLSONARO,"16,7",MARINA SILVA,"7,6",CIRO GOMES,"5,4",GERALDO ALCKMIN,4,ALVARO DIAS,"2,5",,,,,,,,,,,,,,,,,,
,MS-06651/2016,https://bocadopovonews.com.br/as-dez-mais-72/,MS,BRASIL√ÇNDIA,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-01561/2016,https://issuu.com/progresso/docs/rdig-56e15ef16e9dd1744,MS,CAARAPO,1.0,P,0.0,,,MATEUS PALMA,"26,7",MARIO VALERIO,"15,37",,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-01561/2016,https://issuu.com/progresso/docs/rdig-56e15ef16e9dd1744,MS,CAARAPO,1.0,P,1.0,,,MATEUS PALMA,"60,16",MARIO VALERIO,"28,74",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00003/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Cachoeiro_201202_V00_SiteFutura.pdf,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,1.0,,,THEODORICO FERRAÇO,"46,5",GLAUBER COELHO,"21,2",CARLOS CASTEGLIONE,"15,5",ABEL SANTANA,7,ROBERTO VALADAO,2,,,,,,,,,,,,,,,,,,,,
,ES-00003/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Cachoeiro_201202_V00_SiteFutura.pdf,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,1.0,,,THEODORICO FERRAÇO,"44,2",GLAUBER COELHO,"19,2",CARLOS CASTEGLIONE,"14,8",CAMILO COLA,"7,8",ABEL SANTANA,7,,,,,,,,,,,,,,,,,,,,
,ES-00003/2012,http://futuranet.ws/wp-content/uploads/2012/07/R_AvaliacaoMunicipios_Cachoeiro_201202_V00_SiteFutura.pdf,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,0.0,,,THEODORICO FERRAÇO,"27,8",CARLOS CASTEGLIONE,"12,5",GLAUBER COELHO,"6,2",ROBERTO VALADAO,2,ABEL SANTANA,2,CAMILO COLA,"1,8",,,,,,,,,,,,,,,,,,
,ES-00027/2012,http://futuranet.ws/wp-content/uploads/2012/08/R_RedeGazeta_Cachoeiro_201207_SiteFutura_V001.pdf,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,1.0,,,GLAUBER COELHO,"47,5",CARLOS CASTEGLIONE,"32,8",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00027/2012,http://futuranet.ws/wp-content/uploads/2012/08/R_RedeGazeta_Cachoeiro_201207_SiteFutura_V001.pdf,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,0.0,,,CARLOS CASTEGLIONE,"23,2",GLAUBER COELHO,"16,8",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00071/2012,http://g1.globo.com/espirito-santo/eleicoes/2012/noticia/2012/09/glauber-tem-462-e-casteglione-365-aponta-futura-em-cachoeiro.html,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,0.0,,,GLAUBER COELHO,"42,7",CARLOS CASTEGLIONE,"33,5",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00071/2012,http://g1.globo.com/espirito-santo/eleicoes/2012/noticia/2012/09/glauber-tem-462-e-casteglione-365-aponta-futura-em-cachoeiro.html,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,1.0,,,GLAUBER COELHO,"46,2",CARLOS CASTEGLIONE,"36,5",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00146/2012,https://www.yumpu.com/pt/document/view/33473638/resultado-eleiaaues-cachoeiro-de-itapemirim-futuranet,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,1.0,,,CASTEGLIONE,44,GLAUBER COELHO,"43,2",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00146/2012,https://www.yumpu.com/pt/document/view/33473638/resultado-eleiaaues-cachoeiro-de-itapemirim-futuranet,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,0.0,,,CASTEGLIONE,"41,7",GLAUBER COELHO,"40,8",,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-00591/2016,https://www.gazetaonline.com.br/cbn_vitoria/reportagens/2016/04/cachoeiro-prefeito-carlos-casteglione-e-aprovado-por-so-7-3-1013939094.html,ES,CACHOEIRO DE ITAPEMIRIM,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ES-06609/2016,http://g1.globo.com/espirito-santo/eleicoes/2016/noticia/2016/09/victor-36-e-jathir-tem-27-na-disputa-em-cachoeiro-diz-futura.html,ES,CACHOEIRO DE ITAPEMIRIM,1.0,P,1.0,,,VICTOR COELHO,"36,2",JATHIR MOREIRA,"27,2",MARCOS MANSUR,"9,3",ROMARIO DO PV,"4,2",BRAZ BARROS,"2,8",JULIO FERRARI,"1,3",LAZARO,"1,3",,,,,,,,,,,,,,,,
,PB-00016/2012,https://caaporapbnoticias.blogspot.com/2012/06/politica_4449.html,PB,CAMPINA GRANDE,1.0,P,1.0,,,DANIELLA RIBEIRO,"30,6",ROMERO RODRIGUES,"25,4",TATIANA MEDEIROS,"17,9",GUILHERME ALMEIDA,6,,,,,,,,,,,,,,,,,,,,,,
,PB-00016/2012,https://paraibahoje.wordpress.com/2012/06/15/,PB,CAMPINA GRANDE,1.0,P,0.0,,,DANIELLA RIBEIRO,"13,8",ROMERO RODRIGUES,"11,8",TATIANA MEDEIROS,10,VENEZIANO VITAL,"2,6",GUILHERME ALMEIDA,2,CASSIO CUNHA,"1,1",,,,,,,,,,,,,,,,,,
,MS-00024/2012,https://elmarramboelmarrambo.wordpress.com/category/politica/,MS,CAMPO GRANDE,1.0,P,0.0,,,EDSON GIROTO,"7,17",NELSINHO,"2,67",BERNAL,"1,67",VANDER,"1,33",AZAMBUJA,"1,17",,,,,,,,,,,,,,,,,,,,
,MS-00024/2012,https://elmarramboelmarrambo.wordpress.com/category/politica/,MS,CAMPO GRANDE,1.0,P,1.0,,,EDSON GIROTO,"32,67",ALCIDES BERNAL,"27,67",VANDER LOUBET,12,REINALDO AZAMBUJA,7,ANTONIO JOAO,"2,67",ATHAYDE NERY,"2,33",,,,,,,,,,,,,,,,,,
,MS-00024/2012,https://www.campograndenews.com.br/politica/maioria-nao-tem-candidato-a-vereador-e-cita-ate-nomes-fora-da-disputa,MS,CAMPO GRANDE,1.0,V,0.0,,,PAULO SIUFI,"1,33",MAURICIO PICARELLI,"1,33",AIRTON SARAIVA,"1,17",CORINGA,1,,,,,,,,,,,,,,,,,,,,,,
,MS-00073/2012,https://www.marcoeusebio.com.br/coluna/pesquisa-ipems-para-vereador-campo-grande/23271?a=coluna&b=pesquisa-ipems-para-vereador-campo-grande&c=23271,MS,CAMPO GRANDE,1.0,V,,,,OTAVIO TRAD,3,ZECA DO PT,2,PAULO SIUFI,"1,5",VANDERLEI CABELUDO,"1,33",DELEI PINHEIRO,1,CARLAO,1,MAGALI PICARELI,1,,,,,,,,,,,,,,,,
,MS-00209/2012,https://pn-principaisnoticias.blogspot.com/2012/09/pesquisa-ipemscorreio-do-estado-para_6038.html,MS,CAMPO GRANDE,1.0,V,,,,ZECA DO PT,3,OTAVIO TRAD,"2,13",PAULO SIUFI,2,PROF. ROSE,"1,88",EDIL ALBUQUERQUE,"1,38",FRANCISCO,"1,38",RIBEIRO,"1,25",VANDERLEI CABELUDO,"1,13",LOESTER NUNES,"1,13",CARLAO,"1,13",MAGALI PICARELLI,1,JULIANA ZORZO,1,FLAVIO CESAR,1,ELIZEU DIONISIO,1,DELEI PINHEIRO,1.0
,MS-00211/2016,http://www.capitalnews.com.br/colunistas/marco-eusebio/correio-do-estado-divulga-pesquisa-ipems-do-2-turno-na-capital-e-diz-a-eleicao-ja-acabou/296646,MS,CAMPO GRANDE,1.0,P,1.0,,,MARQUINHOS TRAD,"49,61",ROSE MODESTO,"29,68",,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00374/2012,https://www.escavador.com/diarios/19605/TRT-23/J/2013-10-24,MS,CAMPO GRANDE,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00388/2012,https://www.campograndenews.com.br/politica/pesquisa-aponta-queda-de-bernal-e-crescimento-de-giroto,MS,CAMPO GRANDE,1.0,P,1.0,,,BERNAL,"53,33",GIROTO,"34,33",,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00643/2016,https://www.campograndenews.com.br/politica/no-campo-da-pesquisa-teve-instituto-passando-longe-da-verdade-das-urnas,MS,CAMPO GRANDE,1.0,P,,,1.0,MARQUINHOS,"60,17",ROSE,"39,83",,,,,,,,,,,,,,,,,,,,,,,,,,
