tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
SE-01126/2016,https://docplayer.com.br/22639640-Sem-liberdade-de-criticar-nao-existe-elogio-sincero-beaumarchais.html,SE,ILHA DAS FLORES,1,P,1.0,,,ERALDO DE CABEÇA DANTAS,"47,7",JEAN CARLOS,"31,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE-04291/2016,http://www.lagartonoticias.com.br/2016/09/15/filho-de-ex-deputado-disputa-cargo-de-vereador-em-municipio/,SE,RIACHÃO DO DANTAS,1,P,,,,SIMONE DE DONA RAIMUNDA,"43,4",GERANA COSTA,"38,1",NELSON ARAÚJO ,"2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01243/2016,http://www.falaporto.com.br/politica/eleicoes-em-porto-ferreira-pesquisas-confirmam-lideranca-de-renata,SP,APARECIDA D OESTE,1,P,,,,RENATA BRAGA,"34,5",MAURÍCIO,27,RÔMULO RIPPA,13,BERQUE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04266/2016,https://issuu.com/jornalgazetaregional/docs/gazeta_regional_-_edi____o_178,SP,ARUJÁ,1,P,1.0,,,LUIS CAMARGO,"23,6",ZÉ LUIZ MONTEIRO,18,GENÉSIO SEVERINO,"13,4",WILSON,"8,4",GIL DO GÁS,"6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-04266/2016,https://issuu.com/jornalgazetaregional/docs/gazeta_regional_-_edi____o_178,SP,ARUJÁ,1,P,0.0,,,LUIS CAMARGO,"14,4",ZÉ LUIZ MONTEIRO,"11,2",GENÉSIO SEVERINO,6,WILSON,"5,8",GIL DO GÁS,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-07956/2016,https://www.calameo.com/books/0045120971035eea2bb9a,SP,ARUJÁ,1,P,1.0,,,LUIS CAMARGO,14,GENESIO SEVERINO,11,JOSE LUIZ MONTEIRO,9,MARCIO OLIVEIRA,9,WILSON FERREIRA,7,GIL DO GÁS ,5,MARCIO BATISTA,5,PARAIBA CAR,3,JUVENAL PENTEADO,1,DINO CAPO ,1,NATALINO BISIGATI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01777/2016,https://grupobomdia.com.br/pesquisas-apontam-eleicao-acirrada-em-bady-bassitt-tecnicamente-empatados/,SP,BADY BASSITT,1,P,,,,TOBARDINI,38,MEIRI,"36,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-03977/2016,https://grupobomdia.com.br/eleicoes-2016-meiri-catelani-vence-em-bady-e-devera-ser-a-prefeita-da-cidade/,SP,BADY BASSITT,1,P,,,,TOBARDINI,35,MEIRI,"49,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01366/2016,https://www.calameo.com/books/0045120975d48b616ad80,SP,BIRITIBA MIRIM,1,P,1.0,,,JARBAS ,"62,50",ADRIANA FREITAS,"8,75",FERNANDO BOLANHO,"6,25",FABIO FAQUIM,"2,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01366/2016,https://www.calameo.com/books/0045120975d48b616ad80,SP,BIRITIBA MIRIM,1,P,0.0,,,JARBAS ,35,ADRIANA FREITAS,7,FERNANDO BOLANHO,"2,50",FABIO FAQUIM,"2,25",INHO,1,JACARE,"0,75",VALDIVINO,"0,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-03977/2016,https://grupobomdia.com.br/eleicoes-2016-meiri-catelani-vence-em-bady-e-devera-ser-a-prefeita-da-cidade/,SP,BADY BASSITT,1,P,,,,MEIRI CATELANI,"49,5",TOBARDINI,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08907/2016,https://www.calameo.com/books/00451209789b5368f58fc,SP,SALESÓPOLIS,1,P,1.0,,,NEGO,"20,80",SANDRA ASSIS,"13,40",MARCELO DO QUICO,"12,60",BENEDITO RAFAEL,"7,40",VANDERLON OLIVEIRA,"5,60",HELCIO UONO,"3,60",BARBEIRINHO,"2,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-08907/2016,https://www.calameo.com/books/00451209789b5368f58fc,SP,SALESÓPOLIS,1,P,0.0,,,NEGO,"15,60",SANDRA ASSIS,9,BENEDITO RAFAEL,"8,20",MARCELO DO QUICO,"7,40",HELCIO UONO,"4,40",VANDELON OLIVEIRA,"3,60",BARBEIRINHO,"0,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01276/2016,https://www.calameo.com/books/00451209709e79091ce69,SP,SUZANO,1,P,0.0,,,ISRAEL LACERDA,35,RODRIGO ASHIUCHI,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01276/2016,https://www.calameo.com/books/00451209709e79091ce69,SP,SUZANO,1,P,1.0,,,ISRAEL LACERDA,44,RODRIGO ASHIUCHI,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00658/2016,http://surgiu.com.br/2016/09/24/pesquisa_lagoa_da_confusao/,TO,LAGOA DA CONFUSÃO,1,p,1.0,,,NELSINHO,61,KARINA,"24,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-07337/2016,http://surgiu.com.br/2016/09/20/pesquisapugmil/,TO,PUGMIL,1,P,1.0,,,MARIA DE JESUS,"58,56",ARLENE MARTINS,"35,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-06167/2016,http://surgiu.com.br/2016/09/29/pesquisa-surgiu-aponta-padre-florisvane-com-5643-das-intencoes-de-votos-em-divinopolis-to/,TO,DIVINÓPOLIS DO TOCANTINS,1,P,1.0,,,FLORISVANE,"56,43",RODOLFO BOTELHO,"33,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-06711/2016,http://surgiu.com.br/2016/09/11/pesquisa-aponta-candidato-do-psb-lider-na-corrida-eleitoral-em-nova-rosalandia-to/,TO,NOVA ROSALÂNDIA,1,P,1.0,,,LADIR,"55,22",SIMONE CAIXETA,"32,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-03486/2016,https://www.folhadobico.com.br/axixa-pesquisa-gauss-aponta-lideranca-de-auri-na-disputa-por-prefeitur/,TO,AXIXÁ DO TOCANTINS,1,P,0.0,,,AURI,"51,33",CASTRO,"35,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-03486/2016,https://www.folhadobico.com.br/axixa-pesquisa-gauss-aponta-lideranca-de-auri-na-disputa-por-prefeitur/,TO,AXIXÁ DO TOCANTINS,1,P,1.0,,,AURI,"54,67",CASTRO,"39,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00846/2016,https://surgiu.com.br/2016/09/24/pesquisa-cristalandia/,TO,CRISTALÂNDIA,1,P,1.0,,,BATATINHA,"50,95",BIG JOW,"36,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-03481/2016,http://surgiu.com.br/2016/09/30/batatinha-psb-sobe-para-53-e-big-jow-pp-mantem-os-mesmos-36-em-cristalandia-to/,TO,CRISTALÂNDIA,1,P,1.0,,,BATATINHA,"53,50",BIG JOW,"36,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-05633/2016,http://surgiu.com.br/2016/09/29/wanilson-pv-lidera-corrida-eleitoral-em-dois-irmaos-com-5364/,TO,DOIS IRMÃOS DO TOCANTINS,1,P,1.0,,,WANILSON,"53,64",CHICAO,"39,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO-00886/2016,http://surgiu.com.br/2016/10/03/com-a-mensagem-do-voto-consciente-e-mais-de-3-mil-de-frente-avelino-e-celso-moraes-pmdb-vence-em-paraiso-to/,TO,PARAÍSO DO TOCANTINS,1,P,1.0,,,MOISES AVELINO,"38,33",ARY ARRAES,"23,50",NANDO MILHOMEM,"18,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP-00113/2018,https://www.diariodoamapa.com.br/cadernos/politica/pesquisa-doxa-ao-governo-do-amapa-waldez-551-capi-449/,AP,AMAPÁ,1,PR,,,,JAIR BOLSONARO,"47,9",FERNANDO HADDAD,"35,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP-00113/2018,https://www.diariodoamapa.com.br/cadernos/politica/pesquisa-doxa-ao-governo-do-amapa-waldez-551-capi-449/,AP,AMAPÁ,1,G,,,,WALDEZ,"43,3",CAPI,"36,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP-00396/2018,https://tribunaamapaense.blogspot.com/2018/10/pesquisas-apontam-empate-tecnico-entre.html,AP,AMAPÁ,1,G,,,,WALDEZ,"28,7",CAPIBERIBE,"27,5",DAVI,"18,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP-02327/2018,https://blogdosilviosousa.com/2018/10/segunda-pesquisa-doxa-waldez-446-capiberibe-387/,AP,AMAPÁ,1,G,1.0,,,WALDEZ,"44,6",CAPIBERIBE,"38,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP-03593/2018,https://blogdosilviosousa.com/2018/10/waldez-52-capiberibe-48-aponta-ultima-pesquisa-doxa-2/,AP,AMAPÁ,1,G,,,1.0,WALDEZ,52,CAPIBERIBE,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF-00483/2018,https://www.politicadistrital.com.br/2018/08/15/so-descendo-rollemberg-aparece-fora-do-2-turno-pela-primeira-vez-em-pesquisas/,DF,DISTRITO FEDERAL,1,G,,,,ELIANA PEDROSA,"18,4",ALBERTO FRAGA,"11,8",RODRIGO ROLLEMBERG,"10,5",ROGERIO ROSSO,"7,2",PAULO CHAGAS,"2,7",JULIO MIRAGAYA,"2,1",FATIMA SOUSA,2,ALEXANDRE GUERRA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF-03100/2018,https://blogdopoliglota.com.br/2018/08/16/voce-acredita-kkkkk-correio-brasiliense-diz-que-rollemberg-ganha/,DF,DISTRITO FEDERAL,1,G,,,,RODRIGO ROLLEMBERG,"12,3",ELIANA PEDROSA,"12,1",ROGERIO ROSSO,"8,5",ALBERTO FRAGA,"8,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF-06260/2018,https://blogdofernandocorrea.com/2018/08/04/segundo-pesquisa-eliana-pedrosa-lidera-corrida-para-eleicao-ao-gdf/,DF,DISTRITO FEDERAL,1,G,1.0,,,ELIANA PEDROSA ,"13,8",RODRIGO ROLLEMBERG,"7,2",PAULO CHAGAS,"6,1",ROGERIO ROSSO,"5,7",ALEXANDRE GUERRA,"4,1",FATIMA DE SOUZA,"2,4",AFONSO MAGALHAES,"1,5",PENIEL PACHECO,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00747/2018,http://aprovinciadopara.com.br/nova-pesquisa-doxaa-provincia-confirma-2o-turno-no-para-marcio-miranda-sobe-e-helder-barbalho-cai-outra-vez/,PA,PARÁ,1,S,1.0,,,JADER BARBALHO,"14,1",FLEXA RIBEIRO,"13,2",JARBAS VASCONCELOS,"8,9",ZEQUINHA MARINHO,"8,8",URSULA VIDAL,"8,0",SIDNEY ROSA,"5,6",ZE GERALDO,"5,5",GERSON DOURAO,"3,4",OSMAR,"3,3",WLADIMIR COSTA,"2,8",ELLERI BOGO ,"2,2",BENEDITA DO AMARAL ,"1,6",XAROPINHO DO POVO,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00747/2018,http://aprovinciadopara.com.br/nova-pesquisa-doxaa-provincia-confirma-2o-turno-no-para-marcio-miranda-sobe-e-helder-barbalho-cai-outra-vez/,PA,PARÁ,1,PR,1.0,,,JAIR BOLSONARO,"31,0",FERNANDO HADDAD,"22,4",CIRO GOMES,13,GERALDO ALCKMIN,"5,5",MARINA SILVA,"4,5",ALVARO DIAS,"2,6",HENRIQUE MEIRELES,"2,6",CABO DACIOLO,"2,3",GUILHERME BOULOS,"1,1",JOAO AMOEDO,"0,9",VERA LUCIA,"0,7",JOAO GOULART FILHO,"0,6",JOSE MARIA EYMAEL,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-00747/2018,http://aprovinciadopara.com.br/nova-pesquisa-doxaa-provincia-confirma-2o-turno-no-para-marcio-miranda-sobe-e-helder-barbalho-cai-outra-vez/,PA,PARÁ,1,G,1.0,,,HELDER BARBALHO,"37,8",MARCIO MIRANDA,"28,2",PAULO ROCHA,"10,2",FERNANDO CARNEIRO ,"2,5",CLEBER RABELO,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02222/2018,http://www.santaluzia-online.com/2018/02/pesquisa-doxa-helder-barbalho-lidera.html,PA,PARÁ,1,G,1.0,,,HELDER BARBALHO,"33,4",MARCIO MIRANDA,"13,8",PAULO ROCHA,"7,8",URSULA VIDAL,"7,6",SIDNEY ROSA,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02222/2018,http://www.santaluzia-online.com/2018/02/pesquisa-doxa-helder-barbalho-lidera.html,PA,PARÁ,1,G,0.0,,,HELDER BARBALHO,"15,5",MARCIO MIRANDA,"5,2",SIMAO JATENE,"2,5",EDMILSON RODRIGUES,"2,4",PAULO ROCHA,"2,3",URSULA VIDAL,"2,1",SIDNEY ROSA,"1,8",PIONEIRO ,"0,7",ADNAM,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02222/2018,http://www.santaluzia-online.com/2018/02/pesquisa-doxa-helder-barbalho-lidera.html,PA,PARÁ,1,S,,,,JADER BARBALHO,"11,8",SIMAO JATENE,"11,5",MARIO COUTO,"7,8",JORDY,"5,5",FLEXA RIBEIRO,"5,8",MARINOR BRITO,"5,3",ZE GERALDO,5,LUCIO VALE,"4,8",ZEQUINHA,"4,4",HELENILSON PONTES,"3,1",JARBAS VASCONCELOS,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02222/2018,http://www.santaluzia-online.com/2018/02/pesquisa-doxa-helder-barbalho-lidera.html,PA,PARÁ,1,PR,,,,JAIR BOLSONARO,"32,7",MARINA SILVA ,"17,3",GERALDO ALCKMIN,"8,4",CIRO GOMES,"5,7",COLLOR DE MELO,"2,4",ALVARO DIAS,"1,9",MANUELA DAVILA,"0,5",CRISTOVAM,"0,5",RODRIGO MAIA,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02860/2018,https://diogenesbrandao.blogspot.com/2018/05/pesquisa-doxa-para-governador-senador.html,PA,PARÁ,1,G,0.0,,,HELDER BARBALHO,"11,1",MARCIO MIRANDA,"4,2",PAULO ROCHA,"2,1",EDLMILSON RODRIGUES,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02860/2018,https://diogenesbrandao.blogspot.com/2018/05/pesquisa-doxa-para-governador-senador.html,PA,PARÁ,1,G,1.0,,,HELDER BARBALHO,"28,5",MARCIO MIRANDA,"12,6",PAULO ROCHA,"6,7",FERNANDO CARNEIRO ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02860/2018,https://diogenesbrandao.blogspot.com/2018/05/pesquisa-doxa-para-governador-senador.html,PA,PARÁ,1,DE,1.0,,,CORONEL NEIL,11,CHICAO,"4,7",MARTINHO  CARMONA,"4,7",MIRO SANOVA,"3,2",BORDALO,"3,2",ELIEL FAUSTINO,"3,1",MILTON CAMPOS,3,WANDERLAN QUARENSMA,"2,4",MARCO RAPOSO,"1,9",CARLOS MANESCHI,"1,8",LELIO COSTA,"1,8",THIAGO ARAUJO,"1,1",SOLDADO TERCIO,"1,1",JOSE SCAFF,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02860/2018,https://diogenesbrandao.blogspot.com/2018/05/pesquisa-doxa-para-governador-senador.html,PA,PARÁ,1,DF,1.0,,,EDER MADURO,17,EDMILSON RODRIGUES,15,ARNALDO JORDY,"6,8",ELCIONE BARBALHO,"4,1",HELIO LEITE,"3,9",NILSON PINTO,"3,3",CASSIO ANDRADE,"2,1",JOSE PRIANTE,"1,9",JOAQUIM PASSARINHO,"1,7",CELSO SABINO,"1,6",WLADIMIR COSTA,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02860/2018,https://diogenesbrandao.blogspot.com/2018/05/pesquisa-doxa-para-governador-senador.html,PA,PARÁ,1,S,1.0,,,URSULA VIDAL,"9,7",ARNALDO JORDY,"7,1",JADER BARBALHO,"6,9",MARIO COUTO,"4,6",FLEXA RIBEIRO,"3,4",JARBAS VASCONCELOS,"2,4",ROMULO MAIORANA,"2,2",NILSON PINTO,"1,8",ZE GERALDO,"1,4",CORONEL OSMAR,"1,2",SIDNEY ROSA,"1,2",LUCIO VALE,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03131/2018,https://avancameupara.blogspot.com/2018/10/o-orgulho-precede-queda-de-helder_27.html,PA,PARÁ,1,G,,,,MARCIO MIRANDA,"45,2",HELDER BARBALHO,"41,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03131/2018,http://aprovinciadopara.com.br/de-virada-marcio-miranda-51-9-helder-barbalho-48-1-na-pesquisa-doxaa-provincia/,PA,PARÁ,1,P,1.0,,,JAIR BOLSONARO,"47,7",FERNANDO HADDAD,"42,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03208/2018,https://portalbelterra.blogspot.com/2018/08/eleicoes-2018-pesquisa-doxa-mostra.html,PA,PARÁ,1,G,0.0,,,HELDER BARBALHO,"23,6",MARCIO MIRANDA,"11,9",PAULO ROCHA,"8,7",CLEBER RABELO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03208/2018,https://portalbelterra.blogspot.com/2018/08/eleicoes-2018-pesquisa-doxa-mostra.html,PA,PARÁ,1,G,1.0,,,HELDER BARBALHO,"38,7",MARCIO MIRANDA,"20,4",PAULO ROCHA,"12,1",CLEBER RABELO,"3,7",FERNANDO CARNEIRO,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-03208/2018,https://portalbelterra.blogspot.com/2018/08/eleicoes-2018-pesquisa-doxa-mostra.html,PA,PARÁ,1,S,,,,JADER BARBALHO,"14,2",MARIO COUTO,"13,4",FLEXA RIBEIRO,"10,1",URSULA VIDAL,7,SIDNEY ROSA,"6,4",WLADIMIR COSTA,"4,7",JARBAS VASCONCELOS,"4,6",ZE GERALDO,"3,1",ZEQUINHA MARINHO,"2,2",CORONEL OSMAR,"1,7",GERSON DOURAO,"1,4",XAROPINHO DO POVO,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
