obs,outro id,tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,,GO-00011/2016,http://www.jornaldiariodonorte.com.br/noticias/junior-moreira-lidera-em-mambai-com-48-75-20090940,20252668000133,GO,JARAGUÁ,1,P,1.0,,,JUNIOR MOREIRA,"48,75",JOAQUIM BARBOSA,"37,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00027/2014,https://issuu.com/diariodegoias/docs/fortiorimar14goveavaliacao,5850850000100,GO,GOIÁS,1,G,1.0,,,MARCONI PERILLO,41,VANDERLAN,16,JUNIOR FRIBOI,15,ANTONIO GOMIDE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00027/2014,https://issuu.com/diariodegoias/docs/fortiorimar14goveavaliacao,5850850000100,GO,GOIÁS,1,G,0.0,,,MARCONI PERILLO,18,IRIS REZENDE,5,JUNIOR FRIBOI,3,VANDERLAN CARDOSO,3,ANTONIO GOMIDE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00039/2014,https://fernandorodrigues.blogosfera.uol.com.br/tag/ronaldo-caiado/,5850850000100,GO,GOIÁS,1,PR,,,,DILMA ROUSSEFF,30,EDUARDO CAMPOS,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00039/2014,https://fernandorodrigues.blogosfera.uol.com.br/tag/ronaldo-caiado/,5850850000100,GO,GOIÁS,1,S,,,,RONALDO CAIADO,36,MARIA SANT'ANNA,18,VILMAR ROCHA,10,AGUIMAR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00039/2014,https://fernandorodrigues.blogosfera.uol.com.br/tag/ronaldo-caiado/,5850850000100,GO,GOIÁS,1,G,,,,MARCONI PERILLO,37,IRIS REZENDE,30,VANDERLAN CARDOSO,9,ANTONIO GOMIDE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00048/2014,https://blogdoluizgama.blogspot.com/2014/07/fortiori-jornao-opcao-marconi-perillo-e.html,5850850000100,GO,GOIÁS,1,G,1.0,,,MARCONI PERILLO,38,IRIS REZENDE,28,VANDERLAN CARDOSO,8,ANTONIO GOMIDE,7,PROF. WESLEI GARCIA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00048/2014,https://diariodegoias.com.br/fortiori-marconi-tem-vantagem-de-dez-pontos-sobre-iris/,5850850000100,GO,GOIÁS,1,G,0.0,,,MARCONI PERILLO,23,IRIS REZENDE,9,VANDERLAN CARDOSO,3,ANTONIO GOMIDE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-00229/2014,GO-00048/2014,https://issuu.com/diariodegoias/docs/pesquisafortiorijulho14/2,5850850000100,GO,GOIÁS,1,PR,1.0,,,DILMA ROUSSEFF,29,AECIO NEVES,25,EDUARDO CAMPOS,8,PASTOR EVERALDO,4,LUCIANA GENRO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-00229/2014,GO-00048/2014,https://issuu.com/diariodegoias/docs/pesquisafortiorijulho14/2,5850850000100,GO,GOIÁS,1,PR,0.0,,,DILMA ROUSSEFF,21,AECIO NEVES,11,LULA,2,EDUARDO CAMPOS,2,MARINA SILVA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00048/2014,https://issuu.com/diariodegoias/docs/pesquisafortiorijulho14/2,5850850000100,GO,GOIÁS,1,S,1.0,,,RONALDO CAIADO,35,VILMAR ROCHA,14,MARIA SANT'ANNA,11,AGUIMAR JESUINO,1,ANTONIO VIEIRA NETO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00048/2014,https://issuu.com/diariodegoias/docs/pesquisafortiorijulho14/2,5850850000100,GO,GOIÁS,1,S,0.0,,,RONALDO CAIADO,8,VILMAR ROCHA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00065/2014,https://www.jornalopcao.com.br/reportagens/tendencia-de-crescimento-de-marconi-e-estagnacao-dos-demais-candidatos-abre-chance-de-vitoria-1o-turno-12726/,5850850000100,GO,GOIÁS,1,G,0.0,,,MARCONI PERILLO,24,IRIS REZENDE,12,VANDERLAN CARDOSO,4,ANTONIO GOMIDE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00065/2014,https://www.jornalopcao.com.br/reportagens/tendencia-de-crescimento-de-marconi-e-estagnacao-dos-demais-candidatos-abre-chance-de-vitoria-1o-turno-12726/,5850850000100,GO,GOIÁS,1,G,1.0,,,MARCONI PERILLO,38,IRIS REZENDE,26,VANDERLAN CARDOSO,8,ANTONIO GOMIDE,7,MARTA JANE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00065/2014,https://www.jornalopcao.com.br/reportagens/tendencia-de-crescimento-de-marconi-e-estagnacao-dos-demais-candidatos-abre-chance-de-vitoria-1o-turno-12726/,5850850000100,GO,GOIÁS,1,S,1.0,,,RONALDO CAIADO,33,VILMAR ROCHA,13,MARIA SANT'ANNA,10,ANTONIO NETO,2,ELBER SAMPAIO,1,ALDO MURO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00065/2014,https://www.jornalopcao.com.br/reportagens/tendencia-de-crescimento-de-marconi-e-estagnacao-dos-demais-candidatos-abre-chance-de-vitoria-1o-turno-12726/,5850850000100,GO,GOIÁS,1,S,0.0,,,RONALDO CAIADO,11,VILMAR ROCHA,3,MARIA SANT'ANNA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00071/2014,https://www.interativa87.net/2014/08/eleicoes-2014-candidato-ao-governo-de.html,20252668000133,GO,GOIÁS,1,S,1.0,,,RONALDO CAIADO,"36,2",MARIA SANT'ANNA,"12,3",VILMAR ROCHA,"9,6",AGUIMAR JESUINO,"1,9",ANTONIO NETO,"1,6",ELBER SAMPAIO,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00071/2014,https://www.interativa87.net/2014/08/eleicoes-2014-candidato-ao-governo-de.html,20252668000133,GO,GOIÁS,1,S,0.0,,,RONALDO CAIADO,"30,6",MARIA SANT'ANNA,"10,9",VILMAR ROCHA,"8,3",AGUIMAR JESUINO,"1,9",ANTONIO NETO,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00071/2014,https://www.interativa87.net/2014/08/eleicoes-2014-candidato-ao-governo-de.html,20252668000133,GO,GOIÁS,1,G,1.0,,,IRIS REZENDE,"39,6",MARCONI PERILLO,"31,4",VANDERLAN CARDOSO,"12,3",ANTONIO GOMIDE,"3,3",MARTA JANE,1,PROFESSOR WESLEY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00071/2014,https://www.interativa87.net/2014/08/eleicoes-2014-candidato-ao-governo-de.html,20252668000133,GO,GOIÁS,1,G,0.0,,,IRIS REZENDE,"36,8",MARCONI PERILLO,"27,1",VANDERLAN CARDOSO,"9,3",ANTONIO GOMIDE,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00072/2014,https://www.interativa87.net/2014/08/eleicoes-2014-candidato-ao-governo-de.html,20252668000133,GO,GOIÁS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00131/2014,https://criticadecinemastm.blogspot.com/2014/,5850850000100,GO,GOIÁS,1,S,,,,RONALDO CAIADO,37,VILMAR ROCHA,18,MARIA SANT'ANNA,11,AGUIMAR JESUINO,2,ANTONIO NETO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00166/2014,https://diariodegoias.com.br/fortiori-tv-serra-dourada-aponta-marconi-com-44-iris-24-e-vanderlan-11/,5850850000100,GO,GOIÁS,1,G,0.0,,,MARCONI PERILLO,37,IRIS REZENDE,17,VANDERLAN CARDOSO,9,ANTONIO GOMIDE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00166/2014,https://diariodegoias.com.br/fortiori-tv-serra-dourada-aponta-marconi-com-44-iris-24-e-vanderlan-11/,5850850000100,GO,GOIÁS,1,G,1.0,,,MARCONI PERILLO,44,IRIS REZENDE,24,VANDERLAN CARDOSO,11,ANTONIO GOMIDE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BR-01089/2014,GO-00188/2014,http://jornaldiariopopular.com.br/noticia/uruacu/politica/fortiori-marconi-lidera-com-593-de-votos-validos,5850850000100,GO,GOIÁS,1,PR,,,,AECIO NEVES,57,DILMA ROUSSEFF,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00188/2014,http://jornaldiariopopular.com.br/noticia/uruacu/politica/fortiori-marconi-lidera-com-593-de-votos-validos,5850850000100,GO,GOIÁS,1,G,0.0,,,MARCONI PERILLO,48,IRIS REZENDE,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00188/2014,http://jornaldiariopopular.com.br/noticia/uruacu/politica/fortiori-marconi-lidera-com-593-de-votos-validos,5850850000100,GO,GOIÁS,1,G,1.0,,,MARCONI PERILLO,52,IRIS REZENDE,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00194/2014,https://diariodegoias.com.br/pesquisa-fortiori-tv-serra-dourada-em-votos-validos-marconi-tem-58-2-iris-41-8/,5850850000100,GO,GOIÁS,1,PR,,,,AECIO NEVES,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00194/2014,https://diariodegoias.com.br/pesquisa-fortiori-tv-serra-dourada-em-votos-validos-marconi-tem-58-2-iris-41-8/,5850850000100,GO,GOIÁS,1,G,1.0,,,MARCONI PERILLO,52,IRIS REZENDE,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00264/2012,https://maricleusa.jusbrasil.com.br/,15484760000199,GO,RIALMA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00324/2012,https://paginadoenock.com.br/onda-vermelha-paulo-garcia-candidato-do-pt-em-goiania-aumenta-vantagem-sobre-adversarios-e-deve-ser-reeleito-no-1o-turno/,5850850000100,GO,GOIÂNIA,1,P,1.0,,,PAULO GARCIA,"42,8",JOVAIR ARANTES,"29,7",ELIAS JUNIOR,"6,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00324/2012,"https://www.terra.com.br/noticias/brasil/politica/pesquisa-aponta-tendencia-de-reeleicao-de-petista-em-goiania,b6088ccf4886b310VgnCLD200000bbcceb0aRCRD.html",5850850000100,GO,GOIÂNIA,1,P,1.0,,,PAULO GARCIA,"42,8",JOVAIR ARANTES,"12,5",ELIAS JUNIOR,"8,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00324/2012,"https://www.terra.com.br/noticias/brasil/politica/pesquisa-aponta-tendencia-de-reeleicao-de-petista-em-goiania,b6088ccf4886b310VgnCLD200000bbcceb0aRCRD.html",5850850000100,GO,GOIÂNIA,1,P,0.0,,,PAULO GARCIA,"36,7",JOVAIR ARANTES,"10,2",ELIAS JUNIOR,"6,5",SIMEYZON SILVEIRA,"5,5",ISAURA LEMOS,3,REINALDO PANTALEAO,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00447/2016,https://issuu.com/afolhadovale/docs/edicao-352,20252668000133,GO,SANTA RITA DO NOVO DESTINO,1,P,0.0,,,EDIMAR BANANEIRO,"45,6",GUAGUINHO ROBERTO,"22,9",FABIM DO POMBO,"19,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00447/2016,https://issuu.com/afolhadovale/docs/edicao-352,20252668000133,GO,SANTA RITA DO NOVO DESTINO,1,P,1.0,,,EDIMAR BANANEIRO,"47,6",GUAGUINHO ROBERTO,"24,4",FABIM DO POMBO,"21,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00527/2012,https://www.dinomarmiranda.com/2012/10/pesquisa-em-campos-belos-sardinha-4925_6.html,15484760000199,GO,CAMPOS BELOS,1,P,,,,SARDINHA,"49,25",AUROLINO JOSE DOS SANTOS,37,ELZITA CAETANO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00610/2012,https://cleubercarlos.blogspot.com/2012/10/morrinhos-rogerio-mantem-vantagem-e.html,5850850000100,GO,MORRINHOS,1,P,0.0,,,ROGERIO,55,TIAGO,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-00610/2012,https://cleubercarlos.blogspot.com/2012/10/morrinhos-rogerio-mantem-vantagem-e.html,5850850000100,GO,MORRINHOS,1,P,1.0,,,ROGERIO,57,TIAGO,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pesquisa denunciada.,,GO-00996/2016,http://www.portalgoianira.com.br/home/post/justica-eleitoral-investiga-pesquisa-de-miller-assis-divulgada-no-jornal-diario-da-manha-com-indicios-de-resultado-fraudulento,15484760000199,GO,GOIANIRA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-01034/2016,https://www.jornalopcao.com.br/ultimas-noticias/heuler-cruvinel-aparece-em-primeiro-lugar-na-disputa-em-rio-verde-75794/,20252668000133,GO,RIO VERDE,1,P,0.0,,,HEULER CRUVINEL,"28,8",PAULO DO VALE,"25,6",LISSAUER VIEIRA,"9,5",CRISTIANO QUINTINO,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-01034/2016,https://www.jornalopcao.com.br/ultimas-noticias/heuler-cruvinel-aparece-em-primeiro-lugar-na-disputa-em-rio-verde-75794/,20252668000133,GO,RIO VERDE,1,P,1.0,,,HEULER CRUVINEL,"33,5",PAULO DO VALE,"29,3",LISSAUER VIEIRA,"13,1",CRISTIANO QUINTINO,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-01281/2016,http://www.jornaldiariodonorte.com.br/noticias/bata-lidera-com-43-3-em-estrela-do-norte-30091435,15484760000199,GO,ESTRELA DO NORTE,1,P,0.0,,,BALTAZAR JOSE,"41,5",WAGNEY SILVESTRE,"35,4",ROSA CANDIDA,"10,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-01281/2016,http://www.jornaldiariodonorte.com.br/noticias/bata-lidera-com-43-3-em-estrela-do-norte-30091435,15484760000199,GO,ESTRELA DO NORTE,1,P,1.0,,,BALTAZAR JOSE,"43,3",WAGNEY SILVESTRE,"37,1",ROSA CANDIDA,"11,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-01452/2016,facebook.com/watch/?v=1772840459598777,5850850000100,GO,MINEIROS,1,P,1.0,,,AGENOR REZENDE,"45,7",DRA. FLAVIA,"27,5",ERNESTO VILELA,"9,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-02027/2018,https://www.claudemirbrito.com.br/noticia-12616-caiado-tem-34-eliton-25-e-daniel-10-das-inten-es-de-voto,20252668000133,GO,GOIÁS,1,G,0.0,,,RONALDO CAIADO,"12,1",ZE ELITON,"8,7",DANIEL VILELA,"3,2",MARCONI PERILLO,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-02027/2018,https://www.claudemirbrito.com.br/noticia-12616-caiado-tem-34-eliton-25-e-daniel-10-das-inten-es-de-voto,20252668000133,GO,GOIÁS,1,G,1.0,,,RONALDO CAIADO,"34,6",ZE ELITON,"25,4",DANIEL VILELA,"10,6",KATIA MARIA DOS SANTOS,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-02145/2016,https://diariodegoias.com.br/pesquisas-apontam-lideranca-de-ze-gomes-para-prefeito/,5850850000100,GO,ITUMBIARA,1,P,0.0,,,ZE GOMES,15,GUGU,"1,7",ALVARO GUIMARAES,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-02145/2016,https://diariodegoias.com.br/pesquisas-apontam-lideranca-de-ze-gomes-para-prefeito/,5850850000100,GO,ITUMBIARA,1,P,1.0,,1.0,ZE GOMES,"69,6",ALVARO GUIMARAES,"14,9",GUGU NADER,"14,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-02824/2016,http://www.jornaldiariodonorte.com.br/noticias/com-33-5-dos-votos-tiao-eloi-lidera-27091233,15484760000199,GO,CAMPINORTE,1,P,0.0,,,TIAO ELOI,"32,8",VANDER BORGES,"24,5",CHICAO,"18,7",ARLEY BRANDAO,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-02824/2016,http://www.jornaldiariodonorte.com.br/noticias/com-33-5-dos-votos-tiao-eloi-lidera-27091233,15484760000199,GO,CAMPINORTE,1,P,1.0,,,TIAO ELOI,"33,5",VANDER BORGES,"25,4",FRANCISCO SOBRINHO,"19,3",ARLEY BRANDAO,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-02828/2016,https://www.opopular.com.br/polopoly_fs/1.1147892.1473825890!/menu/standard/file/Inten%C3%A7%C3%A3o%20de%20voto%20para%20prefeito%20de%20Itumbiara.pdf,20252668000133,GO,JARAGUÁ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-02854/2016,http://www.jornaldiariodonorte.com.br/noticias/na-lideranca-wilton-barbosa-abre-18-2-pontos-de-frente-21091433,5850850000100,GO,POSSE,1,P,0.0,,,WILTON BARBOSA,"35,1",GOUVEIA,"19,5",DR. JOAO ADRIANO,"18,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-02854/2016,http://www.jornaldiariodonorte.com.br/noticias/na-lideranca-wilton-barbosa-abre-18-2-pontos-de-frente-21091433,5850850000100,GO,POSSE,1,P,1.0,,,WILTON BARBOSA,"41,4",DR. JOAO ADRIANO,"23,2",JOSE GOUVEIA,"22,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-03083/2016,https://diariodegoias.com.br/dr-elson-lidera-com-12-pontos-de-frente-em-sao-miguel-do-passa-quatro/,15484760000199,GO,SÃO MIGUEL DO PASSA QUATRO,1,P,0.0,,,ELSON GONÇALVES,"48,9",MARCIO CECILIANO,"37,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-03083/2016,https://diariodegoias.com.br/dr-elson-lidera-com-12-pontos-de-frente-em-sao-miguel-do-passa-quatro/,15484760000199,GO,SÃO MIGUEL DO PASSA QUATRO,1,P,1.0,,,ELSON GONÇALVES,"49,4",MARCIO CECILIANO,"37,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
