obs,outro id,tse_id,url,,estado,sg_ue,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,,GO-03310/2016,https://www.jornalopcao.com.br/ultimas-noticias/heuler-cruvinel-consolida-lideranca-na-corrida-eleitoral-de-rio-verde-74608/,5850850000100,GO,RIO VERDE,1,P,0.0,,,HEULER CRUVINEL,"22,6",PAULO DO VALE,"19,7",LISSAUER VIEIRA,"9,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-03310/2016,https://www.jornalopcao.com.br/ultimas-noticias/heuler-cruvinel-consolida-lideranca-na-corrida-eleitoral-de-rio-verde-74608/,5850850000100,GO,RIO VERDE,1,P,1.0,,,HEULER CRUVINEL,"33,2",PAULO DO VALE,"29,6",LISSAUER VIEIRA,"13,4",CRISTINO QUINTINO,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-04397/2016,https://www.jornalopcao.com.br/bastidores/pesquisa-mostra-heuler-cruvinel-em-primeiro-e-descolando-de-paulo-do-vale-que-tem-lissauer-na-cola-73308/,20252668000133,GO,RIO VERDE,1,P,0.0,,,HEULER CRUVINEL,"17,5",PAULO DO VALE,"16,2",LISSAUER VIEIRA,"11,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-04397/2016,https://www.jornalopcao.com.br/bastidores/pesquisa-mostra-heuler-cruvinel-em-primeiro-e-descolando-de-paulo-do-vale-que-tem-lissauer-na-cola-73308/,20252668000133,GO,RIO VERDE,1,P,1.0,,,HEULER CRUVINEL,"29,6",PAULO DO VALE,"23,3",LISSAUER VIEIRA,"16,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-04481/2016,http://www.jatainews.com.br/2016/08/,5850850000100,GO,RIO VERDE,1,P,0.0,,,HEULER CRUVINEL,"17,7",PAULO DO VALE,"15,2",LISSAUER VIEIRA,"6,5",CRISTINO QUINTINO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-04481/2016,http://www.jatainews.com.br/2016/08/,5850850000100,GO,RIO VERDE,1,P,1.0,,,HEULER CRUVINEL,"32,9",PAULO DO VALE,"28,4",LISSAUER VIEIRA,"12,7",CRISTINO QUINTINO,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-05434/2018,http://www.diariocentral.com.br/website/pdf/305(1).pdf,20252668000133,GO,GOIÁS,1,G,0.0,,,RONALDO CAIADO,"12,7",JOSE ELITON,"7,5",DANIEL VILELA,"2,8",MARCONI PERILLO,"6,7",IRIS REZENDE,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-05434/2018,http://www.diariocentral.com.br/website/pdf/305(1).pdf,20252668000133,GO,GOIÁS,1,G,1.0,,,RONALDO CAIADO,"34,6",JOSE ELITON,"24,1",DANIEL VILELA,"9,8",KATIA MARIA,"3,2",PROFESSOR WESLEI GARCIA,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-05434/2018,http://www.ohoje.com/noticia/politica/n/151021/t/eliton-sobe-em-pesquisa-para-o-governo-em-19-pontos,20252668000133,GO,GOIÁS,1,S,0.0,,,MARCONI PERILLO,"10,3",JORGE KAJURU,"7,5",LUCIA VANIA,"6,4",DEMOSTENES,"4,2",VANDERLAN,"1,1",MAGUITO VILELA,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-05434/2018,http://www.ohoje.com/noticia/politica/n/151021/t/eliton-sobe-em-pesquisa-para-o-governo-em-19-pontos,20252668000133,GO,GOIÁS,1,S,1.0,,,MARCONI PERILLO,"24,6",LUCIA VANIA,"13,5",JORGE KAJURU,"12,1",VANDERLAN CARDOSO,"9,8",DEMOSTENES TORRES,"8,7",VILMAR ROCHA,"3,8",PEDRO CHAVES,"1,5",WILDER MORAIS,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-05773/2016,https://www.folhaz.com.br/politica/aparecida-resultado-outubro-professor/,5850850000100,GO,APARECIDA DE GOIÂNIA,1,P,1.0,,,GUSTAVO MENDANHA,"43,4",MARLUCIO PEREIRA,"22,6",PROFESSOR ALCIDES,"17,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-05872/2018,https://www.jornalopcao.com.br/ultimas-noticias/pesquisa-directa-caiado-tem-368-eliton-262-e-daniel-117-das-intencoes-de-voto-137426/,20252668000133,GO,GOIÁS,1,G,0.0,,,RONALDO CAIADO,"14,5",ZE ELITON,"9,7",DANIEL VILELA,"4,6",KATIA MARIA DOS SANTOS,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-05872/2018,https://www.jornalopcao.com.br/ultimas-noticias/pesquisa-directa-caiado-tem-368-eliton-262-e-daniel-117-das-intencoes-de-voto-137426/,20252668000133,GO,GOIÁS,1,G,1.0,,,RONALDO CAIADO,"36,8",ZE ELITON,"26,2",DANIEL VILELA,"11,7",KATIA MARIA DOS SANTOS,"3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-06639/2016,https://cleubercarlos.blogspot.com/2016/09/nova-pesquisa-eleitoral-em-goiania.html,5850850000100,GO,GOIÂNIA,1,P,0.0,,,IRIS REZENDE,"26,8",VANDERLAN CARDOSO,"16,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-06639/2016,https://cleubercarlos.blogspot.com/2016/09/nova-pesquisa-eleitoral-em-goiania.html,5850850000100,GO,GOIÂNIA,1,P,1.0,,,IRIS REZENDE,"36,8",VANDERLAN CARDOSO,24,DELEGADO WALDIR,"12,8",ADRIANA ACCORSI,6,FRANCISCO JR.,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-06967/2016,http://www.jornaldiariodonorte.com.br/noticias/cirinha-dispara-com-73-2-dos-votos-na-cidade-30091552,15484760000199,GO,MONTIVIDIU DO NORTE,1,P,0.0,,,JACIRA MARTINS,"71,4",JOSE SEBBA JUNIOR,"21,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-06967/2016,http://www.jornaldiariodonorte.com.br/noticias/cirinha-dispara-com-73-2-dos-votos-na-cidade-30091552,15484760000199,GO,MONTIVIDIU DO NORTE,1,P,1.0,,,JACIRA MARTINS,"73,2",JOSE SEBBA JUNIOR,"22,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-08270/2016,http://www.jornaldiariodonorte.com.br/noticias/em-formoso-a-lideranca-e-de-carlinhos-com-44-9-20090919,15484760000199,GO,FORMOSO,1,P,0.0,,,LUIZ CARLOS,"38,8",ALESSANDRA SOUZA,"28,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-08270/2016,http://www.jornaldiariodonorte.com.br/noticias/em-formoso-a-lideranca-e-de-carlinhos-com-44-9-20090919,15484760000199,GO,FORMOSO,1,P,1.0,,,LUIZ CARLOS,"44,9",ALESSANDRA SOUZA,"34,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-08759/2018,https://goias24horas.com.br/77443-pesquisa-fortiori-marconi-e-lucia-lideram-para-o-senado/,5850850000100,GO,GOIÁS,1,S,,,,MARCONI,"31,1",LUCIA VANIA,"29,5",JORGE KAJURU,"23,6",VANDERLAN CARDOSO,"20,5",WILDER MORAIS,"6,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-08917/2016,https://issuu.com/afolhadovale/docs/edicao-352,20252668000133,GO,VILA PROPÍCIO,1,P,0.0,,,WALDINEI LEMOS,"45,8",CIRLEI ARAUJO,"28,7",CICERO DA CAMARA,"6,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-08917/2016,https://issuu.com/afolhadovale/docs/edicao-352,20252668000133,GO,VILA PROPÍCIO,1,P,1.0,,,WALDINEI LEMOS,"48,6",CIRLEI ARAUJO,"33,2",CICERO DA CAMARA,"7,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-09146/2016,https://diariodegoias.com.br/quem-lidera-para-prefeito-em-aparecida-de-goiania/,5850850000100,GO,APARECIDA DE GOIÂNIA,1,P,0.0,,,GUSTAVO MENDONÇA,"30,7",MARLUCIO PEREIRA,"15,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-09146/2016,https://diariodegoias.com.br/quem-lidera-para-prefeito-em-aparecida-de-goiania/,5850850000100,GO,APARECIDA DE GOIÂNIA,1,P,1.0,,,GUSTAVO MENDONÇA,"37,8",MARLUCIO PEREIRA,"23,1",PROFESSOR ALCIDES,"21,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-09794/2018,https://bandgo.com.br/pesquisa-directa-o-hoje-confirma-segundo-turno-para-eleicao-ao-governo-de-goias/,20252668000133,GO,GOIÁS,1,G,,,,RONALDO CAIADO,"37,8",ZE ELITON,"26,7",DANIEL VILELA,"12,5",KATIA MARIA,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GO-09981/2016,https://alovalparaiso.com/quatro-pesquisas-registradas-no-tse-e-poucas-informacoes-disponiveis-para-os-eleitores-de-valparaiso/,5850850000100,GO,VALPARAÍSO DE GOIÁS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MA-09781/2016,https://blogdomariocarvalho.blogspot.com/2016/08/,15484760000199,MA,SÃO LUÍS,1,P,1.0,,1.0,ELIZIANE GAMA,24,EDIVALDO HOLANDA JR.,20,BIRA DO PANDARE,17,WELLINGTON DO CURSO,15,FABIO CAMARA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00081/2012,https://agoraparnaibaeregiao.blogspot.com/2012_07_01_archive.html,11186543000161,PI,LUIS CORREIA,1,P,1.0,,,FRANCISCO DE ARAUJO GALENO,"49,5",ADRIANE PRADO,"41,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00081/2012,https://agoraparnaibaeregiao.blogspot.com/2012_07_01_archive.html,11186543000161,PI,LUIS CORREIA,1,P,0.0,,,FRANCISCO DE ARAUJO GALENO,"41,91",ADRIANE PRADO,"28,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00096/2014,http://www.jornaldaparnaiba.com/2014_09_14_archive.html,11186543000161,PI,PIAUÍ,1,DF,0.0,,,RODRIGO MARTINS,8,OSMAR JUNIOR,"2,86",JULIANA MORAES SOUSA,"2,29",ATILA LIRA,"2,29",IRACEMA PORTELA,"1,71",REJANE DIAS,"1,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00096/2014,http://www.jornaldaparnaiba.com/2014_09_14_archive.html,11186543000161,PI,PIAUÍ,1,DE,0.0,,,JULIANA MORAES SOUSA,"8,29",TERERE,"3,71",ROBERT RIOS,"2,86",DR. RUBENS MARTINS,"2,29",RODRIGO MARTINS,"1,71",LIZIE COELHO,"1,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00096/2014,https://180graus.com/pesquisa-eleitoral/datamaxcajueiro-da-praia-juliana-8-terere-3-e-robert-rios-2,11186543000161,PI,PIAUÍ,1,PR,1.0,,,DILMA ROUSSEFF,"76,86",MARINA SILVA,"15,43",AECIO NEVES,"4,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00096/2014,https://180graus.com/pesquisa-eleitoral/datamaxcajueiro-da-praia-juliana-8-terere-3-e-robert-rios-2,11186543000161,PI,PIAUÍ,1,S,,,,WILSON MARTINS,"59,43",ELMANO FERRER,"19,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00096/2014,https://180graus.com/pesquisa-eleitoral/datamaxcajueiro-da-praia-juliana-8-terere-3-e-robert-rios-2,11186543000161,PI,PIAUÍ,1,G,1.0,,,WELLINGTON DIAS,"39,71",ZE FILHO,"37,43",MAO SANTA,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00097/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-todo-piaui-dilma-59-marina-silva-23-e-aecio-neves-10,11186543000161,PI,PIAUÍ,1,DF,0.0,,,REJANE DIAS,"4,42",SILAS FREIRE,"3,5",ATILA LIRA,"2,86",MARCELO CASTRO,"2,86",MARLLOS SAMPAIO,"2,76",IRACEMA PORTELA,"2,58",HERACLITO FORTES,"2,58",HUGO NAPOLEAO,"2,4",JULIO CESAR,"2,3",PAES LANDIM,"2,03",OSMAR JUNIOR,"1,29",CAP. FABIO ABREU,"1,2",MERLONG SOLANO,"1,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00097/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-todo-piaui-dilma-59-marina-silva-23-e-aecio-neves-10,11186543000161,PI,PIAUÍ,1,DE,0.0,,,THEMISTOCLES FILHO,"2,21",HELIO ISAIAS,"2,84",ZE SANTANA,"1,84",JANAINA MARQUES,"1,57",ANTONIO FELIX,"1,57",JULIANA MORAES SOUSA,"1,57",JOAO MADSON,"1,38",JOEL RODRIGUES,"1,29",WILSON BRANDAO,"1,29",EDSON FERREIRA,"1,29",FABIO NOVO,"1,2",LIZIE COELHO,"1,2",MARDEN MENEZES,"1,11",BETO REGO,"1,11",PABLO SANTOS,"1,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00097/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-todo-piaui-dilma-59-marina-silva-23-e-aecio-neves-10,11186543000161,PI,PIAUÍ,1,PR,,,,DILMA ROUSSEFF,"59,08",MARINA SILVA,"23,87",AECIO NEVES,"10,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00097/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-todo-piaui-dilma-59-marina-silva-23-e-aecio-neves-10,11186543000161,PI,PIAUÍ,1,S,,,,WILSON MARTINS,"43,04",ELMANO FERRER,"29,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00097/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-todo-piaui-dilma-59-marina-silva-23-e-aecio-neves-10,11186543000161,PI,PIAUÍ,1,G,,,,WELLINGTON DIAS,"46,64",ZE FILHO,"31,98",MAO SANTA,"6,91",MAKLANDEL AQUINO,"1,38",DANIEL SOLON,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00104/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-floriano-silas-freire-e-joel-rodrigues-liderando-pesquisa,11186543000161,PI,PIAUÍ,1,DE,0.0,,,JOEL RODRIGUES,"26,11",ENEAS MAIA,"12,5",GUSTAVO NEIVA,"9,72",SALOMAO HOLANDA,"5,83",ZE SANTANA,"2,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00104/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-floriano-silas-freire-e-joel-rodrigues-liderando-pesquisa,11186543000161,PI,PIAUÍ,1,DF,0.0,,,SILAS FREIRE,"14,72",OSMAR JUNIOR,"3,61",HERACLITO FORTES,"3,06",MARCELO CASTRO,"2,5",HUGO NAPOLEAO,"1,67",MAINHA,"1,67",RODRIGO MARTINS,"1,67",GUSTAVO NEIVA,"1,11",JULIO CESAR,"1,11",REJANE DIAS,"1,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00106/2012,https://tioborges.blogspot.com/2012/07/firmino-filho-3290-elmano-ferrer-2360.html,11186543000161,PI,TERESINA,1,P,1.0,,,ELMANO FERRER,"23,6",WELLINGTON DIAS,"19,9",FIRMINO FILHO,"32,9",BETO REGO,"15,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00106/2012,https://www.gp1.com.br/noticias/instituto-datamax-divulga-resultado-de-pesquisa-espontanea-para-vereador-de-teresina-258849.html,11186543000161,PI,TERESINA,1,V,0.0,,,DUDU,"1,1",RODRIGO MARTINS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00109/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-urucui-rejane-dias-e-ze-santana-lideram-veja-numeros,11186543000161,PI,PIAUÍ,1,DE,0.0,,,ZE SANTANA,"31,14",DR. WAGNER,"30,29",GUSTAVO NEIVA,"10,57",FABIO NOVO,"5,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00109/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-urucui-rejane-dias-e-ze-santana-lideram-veja-numeros,11186543000161,PI,PIAUÍ,1,DF,0.0,,,REJANE DIAS,"20,86",MARCELO CASTRO,"16,57",JULIO CESAR,"4,29",FLAVIO NOGUEIRA,2,ATILA LIRA,2,ASSIS CARVALHO,"1,71",HERACLITO FORTES,"1,14",IRACEMA PORTELA,"1,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00110/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-riacho-frio-heraclito-fortes-e-gustavo-neiva-na-lideranca,11186543000161,PI,PIAUÍ,1,DE,0.0,,,GUSTAVO NEIVA,"34,57",EDSON FERREIRA,"8,57",PABLO SANTOS,6,JOAO MADISON,"4,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00110/2014,https://180graus.com/pesquisa-eleitoral/datamax-em-riacho-frio-heraclito-fortes-e-gustavo-neiva-na-lideranca,11186543000161,PI,PIAUÍ,1,DF,0.0,,,HERACLITO FORTES,"13,43",ATILA LIRA,"11,14",REJANE DIAS,4,HUGO NAPOLEAO,2,MARCELO MENDES,"1,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00112/2014,https://180graus.com/pesquisa-eleitoral/datamaxporto-alegre-do-pi-wilsao-tem-71-e-elmano-ferrer-com-16,11186543000161,PI,PIAUÍ,1,DE,0.0,,,GUSTAVO NEIVA,"85,14",FABIO NOVO,"7,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00112/2014,https://180graus.com/pesquisa-eleitoral/datamaxporto-alegre-do-pi-wilsao-tem-71-e-elmano-ferrer-com-16,11186543000161,PI,PIAUÍ,1,DF,0.0,,,ATILA LIRA,"45,43",ASSIS CARVALHO,"10,86",JULIO CESAR,"3,14",MARCELO CASTRO,"1,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00112/2014,https://180graus.com/pesquisa-eleitoral/datamaxporto-alegre-do-pi-wilsao-tem-71-e-elmano-ferrer-com-16,11186543000161,PI,PIAUÍ,1,S,,,,WILSON MARTINS,"71,14",ELMANO FERRER,"16,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00112/2014,https://180graus.com/pesquisa-eleitoral/datamaxporto-alegre-do-pi-wilsao-tem-71-e-elmano-ferrer-com-16,11186543000161,PI,PIAUÍ,1,G,0.0,,,ZE FILHO,"41,43",WELLINGTON DIAS,"38,29",MAO SANTA,"1,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PI-00112/2014,https://180graus.com/pesquisa-eleitoral/datamaxporto-alegre-do-pi-wilsao-tem-71-e-elmano-ferrer-com-16,11186543000161,PI,PIAUÍ,1,G,1.0,,,ZE FILHO,"46,29",WELLINGTON DIAS,"44,86",MAO SANTA,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
