info_muni,candidate,correction
EXTREMOZ,JOAZ OLIVEIRA,
EXTREMOZ,JUSSARA SALES,
EXTREMOZ,MAJOR ALBERTO,
EXTREMOZ,RENATA REGO,
FERNANDO FALCÃO,CREZIA MOACIR,
FERNANDO FALCÃO,RAIMUNDA JOSEMAR,
FIRMINÓPOLIS,JORGE ESCRITORIO,
FIRMINÓPOLIS,JOSE AIRTON LOJA,
FIRMINÓPOLIS,LEONARDO OLIVEIRA BRITO,
FIRMINÓPOLIS,WAGNER VILLELA,
FLORESTÓPOLIS,NELSON JUNIOR,
FLORESTÓPOLIS,NICINHO,
FORQUILHINHA,CARLOS NOLA,
FORQUILHINHA,DIMAS KAMMER,
FORQUILHINHA,FELIX HOBOLD,
FORQUILHINHA,GEOVANE GODOI,
FORQUILHINHA,GIOVANE GODOI,GEOVANE GODOI
FORQUILHINHA,JOSE CLAUDIO GONCALVES,
FORQUILHINHA,JULIANO ARNS,
FORQUILHINHA,LEI ALEXANDRE,
FORQUILHINHA,MACIEL SOLER,
FRONTEIRAS,ALEXANDER SAMPAIO,
FRONTEIRAS,ALEXANDRE,
FRONTEIRAS,EUDES AGRIPINO,
FRONTEIRAS,GENILSON,
FRONTEIRAS,MARIA JOSE,
FRONTEIRAS,VERONICA RIBEIRO,
FRONTEIRAS,ZE HAMILTON,
GARARU,BAITO TETE,
GARARU,ELIZABETH,
GARARU,IGOR,
GARARU,SERGIO MURILO,
GARARU,VOLNEY BRITO,
GARARU,ZETE,
GOVERNADOR VALADARES,ANDRE MERLO,
GOVERNADOR VALADARES,CORONEL LACERDA,
GOVERNADOR VALADARES,CORONEL SANDRO,
GOVERNADOR VALADARES,DELEGADO RUI SILVA,
GOVERNADOR VALADARES,DR LUCIANO,
GOVERNADOR VALADARES,LEONARDO MONTEIRO,
GOVERNADOR VALADARES,RICARDO PEDROSA,
GOVERNADOR VALADARES,ROSEMARY MAFRA,
GUARULHOS,ELOI PIETA,
GUARULHOS,FRAN CORREA,
GUARULHOS,GUTI,
GUARULHOS,JORGE WILSON,
GUARULHOS,MARCIO NAKASHIMA,
GUARULHOS,RODRIGO TAVARES,
GUARULHOS,WAGNER FREITAS,
GUIA LOPES DA LAGUNA,ADEMIR BIU,
GUIA LOPES DA LAGUNA,CLAUDIO MARQUES,
GUIA LOPES DA LAGUNA,CLEITON,
GUIA LOPES DA LAGUNA,ELIZEU SANTOS,
GUIA LOPES DA LAGUNA,JACOMO DAGOSTIN,
GUIA LOPES DA LAGUNA,JAIR SCAPINI,
HUMBERTO DE CAMPOS,CATIUMBA,
HUMBERTO DE CAMPOS,GARDENIA,
HUMBERTO DE CAMPOS,GUTO,
HUMBERTO DE CAMPOS,IBERVON,
HUMBERTO DE CAMPOS,LUIS FERNANDO,
HUMBERTO DE CAMPOS,ZE MARIA,
HUMBERTO DE CAMPOS,ZE RIBAMAR,
IBIPITANGA,BETO,
IBIPITANGA,LENILSON MIRANDA,
IBIPITANGA,TOE XAVIER,
IBITITÁ,AFONSO,
IBITITÁ,CAFU,
IBITITÁ,NIVINHA,
IÇARA,AGENOR CASTANHA,
IÇARA,ALEX MICHELS,
IÇARA,ARNALDINHO LODETTI,
IÇARA,DALVANIA CARDOSO,
IÇARA,MURIALDO GASTALDON,
IÇARA,TONINHO MELLO,
ILHA COMPRIDA,ABRAAO PEDRO,
ILHA COMPRIDA,GERALDINO JUNIOR,
ILHA COMPRIDA,MARA VENTURA,
ILHA COMPRIDA,ROBERTO FRAJOLA,
INHAPI,CRISTINA COSTA,
INHAPI,TENORINHO MALTA,
INHAPI,WELLINGTON MORCEGO,
IPAMERI,BARTO,
IPAMERI,DANILLO CAIXETA,
IPAMERI,JANIO PACHECO,
IPAMERI,JOSE ROBERTO,
IPAMERI,LUDMILA COSAC,
IPAMERI,WELLINGTON PEIXOTO,
ISRAELÂNDIA,ADELICIA MOURA,
ISRAELÂNDIA,AILTON SEVERINO,
ISRAELÂNDIA,MIRIA DANTAS,
ITABERABA,JOAO MASCARENHAS,
ITABERABA,LEONARDO MOSCOSO,
ITABERABA,RICARDO MASCARENHAS,
ITABIRA,BERNARDO MUCIDA,
ITABIRA,JOAO IZAEL,
ITABIRA,RONALDO MAGALHAES,
ITACOATIARA,ANTONIO PEIXOTO,
ITACOATIARA,CABO MACIEL,
ITACOATIARA,CASTRO ALVES,
ITACOATIARA,DON MARQUES,
ITACOATIARA,MAMOUD AMED,
ITACOATIARA,MARIO ABRAHIM,
ITAIPAVA DO GRAJAÚ,ADALIO,
ITAIPAVA DO GRAJAÚ,JOAOZINHO,JOAOZINHO DIMAIZAO
ITAIPAVA DO GRAJAÚ,JOAOZINHO DIMAIZAO,
ITAIPAVA DO GRAJAÚ,JOSE WILSON,
ITAIPAVA DO GRAJAÚ,JUNIOR POSTO,
ITAIPAVA DO GRAJAÚ,MARCONE,
ITAIPAVA DO GRAJAÚ,ZE WILSON,JOSE WILSON
ITAPACI,ANDERSON CAIXETA,
ITAPACI,DR FABIO,
ITAPACI,DRA GISELE,
ITAPACI,GISELE,DRA GISELE
ITAPACI,IRON SOLDADO,
ITAPACI,JOAO BATISTA CURIO,
ITAPACI,MARIO MACACO,
ITAPEBI,CLAUDIO CARVALHO,
ITAPEBI,JUAREZ SILVA OLIVEIRA,
ITAPEBI,NUNES,
ITAPEMA,ANDRE OLIVEIRA,
ITAPEMA,HELIO JOSE BASQUEIRA,
ITAPEMA,MATIOLO,
ITAPEMA,NILZA SIMAS,
ITAPEMA,PAULO FERES,
ITAPEMA,RODRIGO BOLINHA,
ITAPEMA,TANAKA,
ITAPEMA,XEPA,
ITAPEMA,YAGAN DADAM,
ITAÚ DE MINAS,FLAVIANO IMOVEIS,
ITAÚ DE MINAS,MATHEUSINHO,
ITAÚ DE MINAS,NORIVAL,
ITAÚ DE MINAS,RONILTON,
ITAÚ DE MINAS,WALLACE,
ITUMBIARA,DIONE ARAUJO,
ITUMBIARA,GUGU NADER,
ITUMBIARA,MURILO BORGES,
ITUMBIARA,PROFESSOR ALFREDO,
ITUMBIARA,ROGERIO,
ITUMBIARA,ZE ANTONIO,
JABOATÃO DOS GUARARAPES,ANDERSON FERREIRA,
JABOATÃO DOS GUARARAPES,DANIEL ALVES,
JABOATÃO DOS GUARARAPES,EDUARDO PORTO,
JABOATÃO DOS GUARARAPES,JOAQUIM BARRETO,
JABOATÃO DOS GUARARAPES,JOEL HARPA,
JABOATÃO DOS GUARARAPES,MAIRA,
JABOATÃO DOS GUARARAPES,SEVERINO JESUS,
JABOATÃO DOS GUARARAPES,SILVIO COSTA,
JABOATÃO DOS GUARARAPES,ULISSES TENORIO,
JACUTINGA,ARAUJO,
JACUTINGA,DARCI CARDOSO,
JACUTINGA,GILMAR,
JACUTINGA,HELINHO,
JACUTINGA,ROGERIO SARTORI,
JAICÓS,BRANCO RODRIGUES,
JAICÓS,JOAO EDMUNDO,
JAICÓS,MAVIO SILVEIRA,
JAICÓS,NENEM EDITE,
JAPORÃ,DOUGLAS,
JAPORÃ,LUIZINHO BEZERRA,
JAPORÃ,PAULAO FRANJOTTI,
JAPORÃ,TIAOZINHO,
JARAGUÁ,AVIMAR,
JARAGUÁ,BIRACY,
JARAGUÁ,JHON,JHON WEBER
JARAGUÁ,JHON WEBER,
JARAGUÁ,LINEU OLIMPIO,
JARAGUÁ,PAULO VITOR,
JARAGUÁ,WAGAO CAMARGO,
JARAGUÁ,ZECAO,
JARAGUÁ,ZILOMAR,
JARDIM,ALEXANDRE PITANGUEIRA,
JARDIM,CARLINHOS GLUBERT,CARLINHOS GRUBERT
JARDIM,CARLINHOS GRUBERT,
JARDIM,DR ERNEI,DR ERNEY
JARDIM,DR ERNEY,
JARDIM,DRA CLEDIANE,
JARDIM,FERNANDINHO RAMOS,FERNANDO RAMOS
JARDIM,FERNANDO RAMOS,
JARDIM,GERALDO ALENCAR,
JARDIM,GUILHERME MONTEIRO,
JARDIM,JAIME ECHEVERRIA,
JARDIM,PASTOR DANIEL,
JARDIM,VAVO PT,
JAUPACI,LAERTE DOURADO,
JAUPACI,SANTO ACOUGUE,
JIQUIRIÇÁ,BARRETO,
JIQUIRIÇÁ,CASCALHO,
JIQUIRIÇÁ,GILSON PAULO,
JIQUIRIÇÁ,VALDEMAR,
JOÃO LISBOA,DR ENOQUE,
JOÃO LISBOA,PR HELTON,
JOÃO LISBOA,RAIMUNDO CABELUDO,
JOÃO LISBOA,VILSON FARMACIA,
JUIZ DE FORA,ALOIZIO PENIDO,
JUIZ DE FORA,IONE BARBOSA,
JUIZ DE FORA,MARGARIDA SALOMAO,
JUIZ DE FORA,RENATO LOURES,
JUIZ DE FORA,SHEILA OLIVEIRA,
JUIZ DE FORA,WILSON REZENDE,
JUNDIÁ,HUGO BRAGA,
JUNDIÁ,JORGINHO,
JUNDIÁ,MARIA LUIZA,
JUNDIÁ,MARLENE,
JUNDIÁ,RICARDO MELO,
LAGARTO,BELIZARIO,
LAGARTO,FABIO REIS,
LAGARTO,HILDA,HILDA RIBEIRO
LAGARTO,HILDA RIBEIRO,
LAGARTO,IBRAIN MONTEIRO,
LAGARTO,JORGE PRATA,
LAGARTO,KERCIO PINTO,
LAGARTO,NININHO BOLO,
LAGARTO,NININHO BOLO BOM,NININHO BOLO
LAGARTO,SERGIO REIS,
LAGARTO,VALMIR MONTEIRO,
LAGO DA PEDRA,LAERCIO ARRUDA,
LAGO DA PEDRA,MAURA JORGE,
LAGO DA PEDRA,MAURO JORGE,
LAGO DA PEDRA,WELLER,
LAGO VERDE,ALEX ALMEIDA,
LAGO VERDE,CHICO PILINO,
LAGO VERDE,ERICA REVIL,
LAGO VERDE,LAERCIO,
LAGO VERDE,PROF OLIVEIRA,
LAGOA NOVA,HELIO COSTA,
LAGOA NOVA,LUCIANO SANTOS,
LAGOA NOVA,SARGENTO JEAN,
LAGOA NOVA,VAL ARAUJO,
LIVRAMENTO DE NOSSA SENHORA,CARLAO,
LIVRAMENTO DE NOSSA SENHORA,RICARDINHO,
LONDRINA,ALEXANDRE KIREEFF,
LONDRINA,BARBOSA NETO,
LONDRINA,BOCA ABERTA,MARA BOCA ABERTA
LONDRINA,FILIPE BARROS,
LONDRINA,MARA BOCA ABERTA,
LONDRINA,MARCELO BELINATI,
LONDRINA,SCALASSARA,
LONDRINA,THIAGO AMARAL,
LUIS CORREIA,BATISTA NELSON,
LUIS CORREIA,FRANCILDA,
LUIS CORREIA,KIM CARANGUEJO,
LUIS CORREIA,MANINHA,
LUIS CORREIA,NETO SILVA,
LUIS CORREIA,PAULO CAZUZA,
LUIS CORREIA,RAPHAEL SILVA,
LUIS CORREIA,ZEZE,
MACAÍBA,AILTON MANGABEIRA,
MACAÍBA,AURI SIMPLICIO,
MACAÍBA,CAND PREF,
MACAÍBA,DELEGADO NORMANDO,
MACAÍBA,DENILSON GADELHA,
MACAÍBA,EMIDIO,EMIDIO JUNIOR
MACAÍBA,EMIDIO JUNIOR,
MACAÍBA,FERNANDO,FERNANDO CUNHA
MACAÍBA,FERNANDO CUNHA,
MACAÍBA,GERSON LIMA,
MACAÍBA,JANSSEN CORTES,JANSSEN MOTOS
MACAÍBA,JANSSEN MOTOS,
MACAÍBA,JOSE ALDENIR,
MACAÍBA,MARILIA,MARILIA DIAS
MACAÍBA,MARILIA DIAS,
MACAÍBA,NETINHO,NETINHO FRANCA
MACAÍBA,NETINHO FRANCA,DELEGADO NORMANDO
MACAÍBA,NORMANDO,NORMANDO FEITOSA
MACAÍBA,NORMANDO FEITOSA,
MACAÍBA,VEREADOR EMIDIO,EMIDIO JUNIOR
MACAÍBA,VEREADOR NETINHO FRANCA,NETINHO FRANCA
MACHADINHO DO OESTE,BANDEIRA,
MACHADINHO DO OESTE,CELSO COELHO,
MACHADINHO DO OESTE,EZEQUIEL JUNIOR,
MACHADINHO DO OESTE,LEOMAR PATRICIO,
MACHADINHO DO OESTE,MARINHO CAERD,
MACHADINHO DO OESTE,PAULO REMAP,
MÃE DO RIO,BADEL,
MÃE DO RIO,DOIDO RABELO,
MÃE DO RIO,LEIA,
MÃE DO RIO,LILIANE,
MÃE DO RIO,NANA,
MÃE DO RIO,SOYAR,
MÃE DO RIO,WALTER,
MAGALHÃES DE ALMEIDA,COSTA JUNIOR,
MAGALHÃES DE ALMEIDA,DOE,
MAGALHÃES DE ALMEIDA,NETO CARVALHO,
MAJOR ISIDORO,ALEX MARIANO,
MAJOR ISIDORO,THEOBALDO CINTRA,
MANAUS,ALBERTO NETO,CAPITAO ALBERTO NETO
MANAUS,ALFREDO NASCIMENTO,
MANAUS,AMAZONINO MENDES,
MANAUS,BOSCO SARAIVA,
MANAUS,CAPITAO ALBERTO NETO,
MANAUS,CARLOS ALMEIDA,
MANAUS,CHICO PRETO,
MANAUS,CONCEICAO SAMPAIO,
MANAUS,CORONEL MENEZES,
MANAUS,DAVID ALMEIDA,
MANAUS,DEBORA MAFRA,
MANAUS,EDUARDO BRAGA,
MANAUS,FELIPE SOUZA,
MANAUS,HISSA,HISSA ABRAHAO
MANAUS,HISSA ABRAHAO,
MANAUS,JOSE RICARDO,
MANAUS,JOSUE NETO,
MANAUS,LILIANE ARAUJO,
MANAUS,MARCOS ROTTA,
MANAUS,RICARDO NICOLAU,
MANAUS,ROMERO REIS,
MANAUS,SERAFIM CORREA,SERAFIM CORREA
MANAUS,SERAFIM CORRREA,
MANAUS,VANESSA GRAZZIOTIN,
MARACAJU,ELIANE SIMOES,
MARACAJU,FREDERICO FELINE,
MARACAJU,GIOVANA CORREA,
MARACAJU,JEAMILTON,
MARACAJU,JUAREZ SANCHES,
MARACAJU,LENILSO,LENILSO CARVALHO
MARACAJU,LENILSO CARVALHO,
MARACAJU,MARCOS CALDERAN,
MARACAJU,PORTELA,
MARACAJU,THIAGO CAMINHA,
MARAGOGI,ADRIANO CALACA,
MARAGOGI,MARCOS MADEIRA,
MARAGOGI,SERGIO LIRA,
MATÕES,FERDINANDO COUTINHO,
MATÕES,FERNANDO COUTINHO,FERDINANDO COUTINHO
MATÕES,GABRIEL TENORIO,
MATÕES,RUBENS,
MATÕES,SUELY,
MATÕES,SUELY PEREIRA,
MATRIZ DE CAMARAGIBE,ANDERSON,ANDERSON BOULEVARD
MATRIZ DE CAMARAGIBE,ANDERSON BOLEVARD,ANDERSON BOULEVARD
MATRIZ DE CAMARAGIBE,ANDERSON BOULEVARD,
MATRIZ DE CAMARAGIBE,CICERO CAVALCANTE,
MATRIZ DE CAMARAGIBE,FERNANDO CAVALCANTE,
MATRIZ DE CAMARAGIBE,MARQUINHOS,
MATRIZ DE CAMARAGIBE,OTAVIO HENRIQUE,
MATRIZ DE CAMARAGIBE,RAMON DANTAS,
MATRIZ DE CAMARAGIBE,WASHINGTON MOURA,
MAUÉS,ALFREDO ALMEIDA,
MAUÉS,JUNIOR LEITE,
MAURITI,ISAAC JUNIOR,
MAURITI,MANO MORAIS,
MAURITI,PROFESSOR FELIZARDO,
MOGI DAS CRUZES,CAIO CUNHA,
MOGI DAS CRUZES,FELIPE LINTZ,
MOGI DAS CRUZES,MARCO BERTAIOLLI,
MOGI DAS CRUZES,MARCUS MELO,
MOGI DAS CRUZES,MIGUEL BOMBEIRO,
MOGI DAS CRUZES,RODRIGO VALVERDE,
MOJUÍ DOS CAMPOS,EMERSON SILVEIRA,
MOJUÍ DOS CAMPOS,EVERALDO CAMILO,
MOJUÍ DOS CAMPOS,IZAILTON SOUSA,
MOJUÍ DOS CAMPOS,JAMISON,
MOJUÍ DOS CAMPOS,JUVENAL ARRUDA,
MOJUÍ DOS CAMPOS,MARCO ANTONIO,MARCOS ANTONIO
MOJUÍ DOS CAMPOS,MARCOS ANTONIO,
MONGAGUÁ,CARLAO IMOBILIARIA,
MONGAGUÁ,JAQUELINE IVANOFF,
MONGAGUÁ,MARCIO CABECA,
MONGAGUÁ,RENATO DONATO,
MONGAGUÁ,RODRIGO CASA BRANCA,
MONSENHOR GIL,JOAO LUIS,
MONSENHOR GIL,PAULO ROBERTO,
MONTE ALEGRE DE SERGIPE,ACRISIO,
MONTE ALEGRE DE SERGIPE,JUNIOR FARIAS,
MONTE ALEGRE DE SERGIPE,NENA LUCIANO,
MONTE ALEGRE DE SERGIPE,VALDIRENE,
MONTIVIDIU,ADEMIR,
MONTIVIDIU,ADOLFINHO,
MONTIVIDIU,CARLAO VIE,
MONTIVIDIU,HERCILIO,
MONTIVIDIU,HONES,
MONTIVIDIU,PASTOR ELCIO,
MONTIVIDIU,SERAFIM,
MORRINHOS,ANDRE LUIZ,
MORRINHOS,CELISVALDO INACIO,
MORRINHOS,MAYCLLYN CARREIRO,
MORRINHOS,TERCIO,
MORRINHOS,TIAGO MENDONCA,
MORRO DO CHAPÉU,BETO,
MORRO DO CHAPÉU,CLAUDIO,
MORRO DO CHAPÉU,JULIANA ARAUJO,
MORRO DO CHAPÉU,LEO DOURADO,
MORRO DO CHAPÉU,SHEILA,
MORROS,PARAIBA,
MORROS,SIDRACK,
MULUNGU DO MORRO,ACACIO TELES,
MULUNGU DO MORRO,AMAURI LUCENA,
MULUNGU DO MORRO,EDIMARIO BOAVENTURA,
MULUNGU DO MORRO,FREDSON,
MULUNGU DO MORRO,NETO GAME,
MURIBECA,CARLOS CEZAR,
MURIBECA,CRISTINA FRANCO,
MURIBECA,FERNANDINHO,
MURIBECA,MARIA CRISTINA,
MURIBECA,MARINHO,MARIO CESAR
MURIBECA,MARIO CESAR,
MURIBECA,SANDRA,
NATAL,ALEXANDRE MOTTA,
NATAL,ALVARO DIAS,
NATAL,BRUNO GIOVANI,BRUNO GIOVANNI
NATAL,BRUNO GIOVANNI,
NATAL,CARLOS ALBERTO,
NATAL,CARLOS EDUARDO,CARLOS EDUARDO ALVES
NATAL,CARLOS EDUARDO ALVES,
NATAL,CORONEL AZEVEDO,
NATAL,EUDIANE MACEDO,
NATAL,FERNANDO PINTO,
NATAL,GENERAL GIRAO,
NATAL,HERMANO MORAIS,
NATAL,KELPS LIMA,
NATAL,NATALIA BONAVIDES,
NATAL,PROFESSOR CARLOS ALBERTO,
NATAL,SANDRO PIMENTEL,
NAZÁRIA,LUIS CARLOS,
NAZÁRIA,MARCELO FONSECA,
NAZÁRIA,OSVALDO BONFIM,
NAZÁRIA,UBALDO NOGUEIRA,
NIOAQUE,DOMINIQUE,
NIOAQUE,ILCA CORRAL,
NIOAQUE,VALDIR JUNIOR,
NIOAQUE,WENDELL MEDEIROS,
NIQUELÂNDIA,CARMEN LUCIA,
NIQUELÂNDIA,DENGUINHO,
NIQUELÂNDIA,EVALDO RINCON,
NIQUELÂNDIA,FERNANDO CARNEIRO,
NIQUELÂNDIA,GERVAN,
NIQUELÂNDIA,JEAN CINTRA,
NIQUELÂNDIA,OZEAS BOIADEIRO,
NIQUELÂNDIA,SARGENTO NUNES,
NIQUELÂNDIA,TACIMAR,
NOVA ALVORADA DO SUL,ARLEI BARBOSA,
NOVA ALVORADA DO SUL,DELEGADO ELIAS,
NOVA ALVORADA DO SUL,DR BERLARMINO,
NOVA ALVORADA DO SUL,JANE BARRIOS,
NOVA ALVORADA DO SUL,JUVENAL NETO,
NOVA ALVORADA DO SUL,NELIO JUSTEN,
NOVA ALVORADA DO SUL,PATRICIA CESAR,
NOVA ALVORADA DO SUL,PAULO PALEARI,
NOVA ALVORADA DO SUL,PELEARI,PAULO PALEARI
NOVA MUTUM,AIRTON PESSI,
NOVA MUTUM,DIOGENES JACOBSEN,
NOVA MUTUM,ED MOTTA,
NOVA MUTUM,EDILEUDO,
NOVA MUTUM,FELIX,
NOVA MUTUM,LIRIO LAUTENSCHLAGER,
NOVA UBIRATÃ,ADILSON LUIZ,
NOVA UBIRATÃ,EDEGAR JOSE BERNARDI,
NOVA UBIRATÃ,EDER SETTER,
NOVA UBIRATÃ,HEDER SAIS,
NOVA UBIRATÃ,LEONILDO ANTONIO,
NOVA UBIRATÃ,SILVIO ANDRE STOLFO,
NOVA UBIRATÃ,VALDERNIR JOSE,
NOVA XAVANTINA,CARLA SANTINI,
NOVA XAVANTINA,JOAO BANG,
NOVA XAVANTINA,VANUSA PAZETTO,
NOVO GAMA,BB,
NOVO GAMA,CARLINHOS MANGAO,
NOVO GAMA,CRISTOVAM MACHADO,
NOVO GAMA,FRANCISCO,
NOVO GAMA,JAPAO,
NOVO GAMA,KATTYA OLIVEIRA,
NOVO GAMA,LAERCIO,
NOVO GAMA,PELE,
NOVO GAMA,SONIA CHAVES,
NOVO HORIZONTE,DINEI,
NOVO HORIZONTE,DJALMA,
NOVO HORIZONTE,ITAMAR,
NOVO ORIENTE DO PIAUÍ,AFONSO SOBREIRA,
NOVO ORIENTE DO PIAUÍ,AMANDA SOBREIRA,
NOVO ORIENTE DO PIAUÍ,MARCOS VINICIUS,
NOVO ORIENTE DO PIAUÍ,PADRE WALMIR,
NOVO ORIENTE DO PIAUÍ,PROFESSORA ODENI,
NOVO ORIENTE DO PIAUÍ,RITA LOPES,
NOVO PROGRESSO,DENIS MACEDO,
NOVO PROGRESSO,FIDENCIO,
NOVO PROGRESSO,GELSON DIL,
NOVO PROGRESSO,MACARRAO,
NOVO PROGRESSO,MADALENA HOFFMANN,
NOVO PROGRESSO,MARCONI,
NOVO PROGRESSO,NEGO BENTO,
NOVO SÃO JOAQUIM,ALEMAO,
NOVO SÃO JOAQUIM,ANTONIO AUGUSTO,
NOVO SÃO JOAQUIM,FARIAS,
NOVO SÃO JOAQUIM,JAIRO,
NOVO SÃO JOAQUIM,JORDAO,
OLHO D'ÁGUA DAS CUNHÃS,CAIO OLIVEIRA,
OLHO D'ÁGUA DAS CUNHÃS,GLAUBER AZEVEDO,
OLHO D'ÁGUA DAS CUNHÃS,VILIANE COSTA,
OLÍMPIA,FERNANDO CUNHA,
OLÍMPIA,FLAVIO OLMOS,
OLÍMPIA,GUSTAVO PIMENTA,
OLÍMPIA,NIQUINHA,
ORIXIMINÁ,ANGELO FERRARI,
ORIXIMINÁ,DEL FONSECA,DELEGADO FONSECA
ORIXIMINÁ,DELEGADO FONSECA,
ORIXIMINÁ,GONZAGA,
ORIXIMINÁ,HERCULES,
ORIXIMINÁ,LEONCIO,
ORIXIMINÁ,LUDUGERO,
PAÇO DO LUMIAR,FRANCISCO NETO,
PAÇO DO LUMIAR,FRED CAMPOS,
PAÇO DO LUMIAR,GILBERTO AROSO,
PAÇO DO LUMIAR,INALDO PEREIRA,
PAÇO DO LUMIAR,PAULA PINDOBA,
PAÇO DO LUMIAR,PROFA KARLA MARIA,
PALMAS,ALAN BARBIERO,
PALMAS,ATAIDES OLIVEIRA,
PALMAS,CINTHIA RIBEIRO,
PALMAS,CINTIA R,CINTHIA RIBEIRO
PALMAS,DEP VANDA M,VANDA MONTEIRO
PALMAS,ELI BORGES,
PALMAS,GIL BARISON,
PALMAS,JUNIOR GEO,
PALMAS,MILTON NERES,MILTON NERIS
PALMAS,MILTON NERIS,
PALMAS,OSIRES DAMASO,
PALMAS,TIAGO AMASTHA,
PALMAS,TIAGO ANDRINO,
PALMAS,VANDA MONTEIRO,
PALMAS,VICENTINHO ALVES,VICENTINHO JUNIOR
PALMAS,VICENTINHO JUNIOR,
PARAÍSO DO TOCANTINS,ARY ARRAES,
PARAÍSO DO TOCANTINS,ATAIDE RODRIGUES,
PARAÍSO DO TOCANTINS,CELSO MORAES,
PARAÍSO DO TOCANTINS,EGNALDO DAMASO,
PARAÍSO DO TOCANTINS,PAULO ARMANDO MILHOMEN,
PARAÍSO DO TOCANTINS,VANESSA ALENCAR,
PARANÃ,EDSON,
PARANÃ,FABIO,
PARANÃ,FABRICIO,
PARAUAPEBAS,DARCI LERMEN,
PARAUAPEBAS,DR RUBENS,
PARAUAPEBAS,FRANCINE,FRANCINE HIPER SENA
PARAUAPEBAS,FRANCINE HIPER SENA,
PARAUAPEBAS,FRANCINE HIPER SENNA,FRANCINE HIPER SENA
PARAUAPEBAS,GILBERTO PAPELARIA,
PARAUAPEBAS,JOAO VERDURAO,
PARAUAPEBAS,JOELMA LEITE,
PARAUAPEBAS,JOELMA VEREADORA,JOELMA LEITE
PARAUAPEBAS,JULIO CESAR,
PARAUAPEBAS,MARCELO CATALAO,
PARAUAPEBAS,MEIRE VAZ,
PARAUAPEBAS,MIQUINHA,
PARAUAPEBAS,RUBENS MORAES,DR RUBENS
PARAUAPEBAS,VALMIR INTEGRAL,VALMIR MARIANO
PARAUAPEBAS,VALMIR MARIANO,
PARNAMIRIM,ELIENAI CARTAXO,
PARNAMIRIM,MAURICIO MARQUES,
PARNAMIRIM,NILDA,
PARNAMIRIM,NILVA,NILDA
PARNAMIRIM,ROSANO TAVEIRA,
PASTOS BONS,ENOQUE MOTA,
PASTOS BONS,IRENE GONCALO,
PASTOS BONS,MATHEUS MOTA,
PAU D'ARCO,DOMINGOS ENFERMEIRO,
PAU D'ARCO,FREDSON,
PAU D'ARCO,MAURICIO CAVALCANTI,
PEDRO DO ROSÁRIO,ANTONIO BARBUDO,
PEDRO DO ROSÁRIO,IOLANDA,
