info_muni,candidate,correction
PEDRO DO ROSÁRIO,JORGE LOBATO,
PEDRO DO ROSÁRIO,RAIMUNDO ANTONIO,
PEDRO DO ROSÁRIO,TOCA SERRA,
PEDRO II,ALVIMAR MARTINS,
PEDRO II,NEUMA CAFE,
PENDÊNCIAS,DIEGO DANTAS,
PENDÊNCIAS,FLAUDIVAN MARTINS,
PENDÊNCIAS,GILBERTO,
PENDÊNCIAS,GUSTAVO,
PENDÊNCIAS,IVAN PADILHA,
PERITORÓ,JUNIOR,
PERITORÓ,RAFAEL,
PICOS,ARAUJINHO,
PICOS,CORONEL VIANA,
PICOS,GIL PARAIBANO,
PICOS,JUNIOR NOBRE,
PIRACANJUBA,ALLYSSON RIVAS,
PIRACANJUBA,ELLEN LIMA,
PIRACANJUBA,JOAO BARBOSA,
PIRACANJUBA,MILTON JUSTUS,
PLANALTINA,CRISTIOMARIO,
PLANALTINA,DONA CIDA,
PLANALTINA,PASTOR ANDRE,
PLANALTINA,PAULO MARIA,
PLANALTINA,PROF ZENILTON,
PLANALTINA,REIS,
PLANALTINA,ZE NETO,
POÇÃO DE PEDRAS,FRANCISCO PINHEIRO,
POÇÃO DE PEDRAS,JHULIO SOUSA,
POÇO REDONDO,BINHO MERCADINHO,
POÇO REDONDO,IVAN ROSA,
POÇO REDONDO,JUNIOR CHAGAS,
POÇO REDONDO,ROBERTO ARAUJO,
POÇOS DE CALDAS,CEL FREDERICO,
POÇOS DE CALDAS,CICA OPIPARI,
POÇOS DE CALDAS,EDUARDO JUNQUEIRA DIAS,
POÇOS DE CALDAS,ELOISIO CARMO,
POÇOS DE CALDAS,ERCULES TASSINARI,
POÇOS DE CALDAS,FLAVIO FARIA,
POÇOS DE CALDAS,GERALDO TADEU,
POÇOS DE CALDAS,JOAO ALEXANDRE,
POÇOS DE CALDAS,SERGIO AZEVEDO,
POÇOS DE CALDAS,YULA MEROLA,
PONTA PORÃ,ALVARO SOARES,
PONTA PORÃ,BRUNO REICHARDT,
PONTA PORÃ,CAIO AUGUSTO,
PONTA PORÃ,FLAVIO KAYATT,
PONTA PORÃ,HELIO PELUFFO,
PONTA PORÃ,RAQUEL PORTIOLI,
PONTA PORÃ,RENE AMARAL,
PONTA PORÃ,RONALDO FRANCO,
PONTAL,ALEX OBREIRO,
PONTAL,LUCIANO STROPPA,
PONTAL,REGI BAZAN,
PONTAL,ZE GAS,
PONTAL DO ARAGUAIA,ADELCINO LOPO,
PONTAL DO ARAGUAIA,CLAUDIO TOTO,
PONTAL DO ARAGUAIA,DOMICIANO DO,
PONTAL DO ARAGUAIA,GERSON ROSA,
PONTAL DO ARAGUAIA,JAIR JUNIOR,
PONTAL DO ARAGUAIA,LEANDRO AUTO ESCOLA,
PONTAL DO ARAGUAIA,LUCIANO COSTA,
PONTO NOVO,THIAGO GILLENO,
PONTO NOVO,TIAGO VENANCIO,
PORANGATU,CAPITAO PIRES,
PORANGATU,ERONILDO VALADARES,
PORANGATU,ERONILDON VALADARES,ERONILDO VALADARES
PORANGATU,MARCIO LUIS,
PORANGATU,PASTOR FERNANDO,
PORANGATU,PEDRO FERNANDES,
PORANGATU,SHEILISMAR RIBEIRO,
PORTO ALEGRE,ANY ORTIZ,
PORTO ALEGRE,COMANDANTE NADIA,
PORTO ALEGRE,FERNANDA MELCHIONNA,
PORTO ALEGRE,GUSTAVO PAIM,
PORTO ALEGRE,JOAO DERLY,
PORTO ALEGRE,JOSE FORTUNATI,
PORTO ALEGRE,JULIANA BRIZOLA,
PORTO ALEGRE,MANUELA D'AVILA,
PORTO ALEGRE,NELSON MARCHEZAN,
PORTO ALEGRE,SEBASTIAO MELO,
PORTO ALEGRE,VALTER NAGELSTEIN,
PORTO CALVO,ANTONIO CARLOS,
PORTO CALVO,DAVID PEDROSA,
PORTO CALVO,JEFFERSON RODRIGUES,
PORTO CALVO,KAIKA,
PORTO CALVO,KATULLO,
PORTO DE PEDRAS,FLAVIO SARMENTO,
PORTO DE PEDRAS,HENRIQUE VILELA,
PORTO DE PEDRAS,NALDINHO,
PORTO DE PEDRAS,NILSON GATO,
PORTO DE PEDRAS,ROGERIO FARIAS,
PORTO SEGURO,BETO AXE MOI,
PORTO SEGURO,CHICO CANCELA,
PORTO SEGURO,JANIO NATAL,
PORTO SEGURO,LIVIA BITENCOURT,
PORTO SEGURO,MAURICIO PEDROSA,
PORTO SEGURO,PAULINHO TOA TOA,
PORTO SEGURO,UBALDINO JUNIOR,
PORTO VELHO,ALAN QUEIROZ,
PORTO VELHO,ALLAN QUEIROZ,ALAN QUEIROZ
PORTO VELHO,BRENO MENDES,
PORTO VELHO,CRISTIANE LOPES,
PORTO VELHO,DR BRENO MENDES,BRENO MENDES
PORTO VELHO,DR FERNANDO MAXIMO,
PORTO VELHO,EDVALDO SOARES,
PORTO VELHO,EYDER BRASIL,
PORTO VELHO,HERMINIO COELHO,
PORTO VELHO,HILDON CHAVES,
PORTO VELHO,LEO MORAES,
PORTO VELHO,LEONEL BERTOLIN,
PORTO VELHO,LINDOMAR GARCOM,
PORTO VELHO,MAURO NAZIF,MAURO ZANIF
PORTO VELHO,MAURO ZANIF,
PORTO VELHO,PIMENTA RONDONIA,
PORTO VELHO,RONALDO FLORES,
PORTO VELHO,SAMUEL COSTA,
PORTO VELHO,VINICIUS MIGUEL,
PORTO VELHO,WANDERLEI ORIANI,
PRATÁPOLIS,DENISE,
PRATÁPOLIS,JUNIOR NOVELLI,
PRINCESA ISABEL,ALAN MOURA,
PRINCESA ISABEL,RICARDO PEREIRA,
PRINCESA ISABEL,SIDNEY FILHO,
PUGMIL,DIRCINEU BOLINA,
PUGMIL,NAZARE AMANCIO,
PUGMIL,VALMOR,
RECIFE,ALBERTO FEITOSA,
RECIFE,DANIEL COELHO,
RECIFE,GERALDO JULIO,
RECIFE,JOAO CAMPOS,
RECIFE,MARILIA ARRAES,
RECIFE,MENDONCA FILHO,
RECIFE,PATRICIA DOMINGOS,
REDENÇÃO,AFIF,
REDENÇÃO,CARLOS EDUARDO,
REDENÇÃO,CARLOS EDUARDO CADU,CARLOS EDUARDO
REDENÇÃO,DR IRAPUAN,IRAPUAN
REDENÇÃO,DR RENER,RENER
REDENÇÃO,IAVE,
REDENÇÃO,IRAPUAN,
REDENÇÃO,JPC,
REDENÇÃO,LEONARDO SAUDE,
REDENÇÃO,MARIO MOREIRA,
REDENÇÃO,RENER,
REDENÇÃO,RENNER,RENER
REDENÇÃO,RICARDO PULL,
REDENÇÃO,WILIAM POTENCIA,WILLIAN POTENCIA
REDENÇÃO,WILLIAN POTENCIA,
RIO BRANCO,ALYSSON BESTENE,
RIO BRANCO,ANGELIM,
RIO BRANCO,BOCALOM,
RIO BRANCO,DANIEL ZEN,
RIO BRANCO,DUARTE,
RIO BRANCO,EMERSON JARUDE,
RIO BRANCO,FERNANDO ZAMORA,
RIO BRANCO,GLADSON CAMELI,
RIO BRANCO,JAMYL ASFURY,
RIO BRANCO,JARBAS SOSTER,
RIO BRANCO,JORGE VIANA,
RIO BRANCO,LUZIEL CARVALHO,
RIO BRANCO,MARA ROCHA,
RIO BRANCO,MARCUS ALEXANDRE,
RIO BRANCO,MINORU KINPARA,
RIO BRANCO,RAIMUNDO ANGELIM,
RIO BRANCO,ROBERTO DUARTE,ROBERTO DUARTE JUNIOR
RIO BRANCO,ROBERTO DUARTE JUNIOR,
RIO BRANCO,SEBASTIAO VIANA,
RIO BRANCO,SOCORRO NERI,
RIO BRANCO,TIAO BOCALOM,
RIO BRANCO,VANDA MILANI,
RIO BRILHANTE,CAROL FRACASSO,
RIO BRILHANTE,DAVID VINCENSI,
RIO BRILHANTE,DONATO LOPES,
RIO BRILHANTE,JOAO PEDRO,
RIO BRILHANTE,LUIZ ROGERIO,
RIO BRILHANTE,RAULZINHO,
RIO CLARO,DR AFFONSO SALATI,
RIO CLARO,DR GRILLO,
RIO CLARO,GUSTAVO PERISSINOTTO,
RIO CLARO,JUNINHO PADARIA,
RIO CLARO,MARIA ALDENIR,
RIO CLARO,MARIA CARMO,
RIO CLARO,NIVALDO MOURA,
RIO CLARO,OLGA SALOMAO,
RIO CLARO,PAULO GUEDES,
RIO CLARO,PROFESSOR LUCIANO,
RIO CLARO,ROGERIO GUEDES,
RIO CLARO,VALDIR ANDREETA,
RIO DE JANEIRO,ALESSANDRO MOLON,
RIO DE JANEIRO,BENEDITA SILVA,
RIO DE JANEIRO,CHICO ALENCAR,
RIO DE JANEIRO,CLARISSA GAROTINHO,
RIO DE JANEIRO,DELEGADA MARTHA ROCHA,
RIO DE JANEIRO,EDUARDO BANDEIRA MELLO,
RIO DE JANEIRO,EDUARDO PAES,
RIO DE JANEIRO,GLORIA HELOIZA LIMA,
RIO DE JANEIRO,MARCELO CRIVELLA,
RIO DE JANEIRO,MARCELO FREIXO,
RIO DE JANEIRO,MARTA ROCHA,
RIO DE JANEIRO,OTONI PAULA,
RIO DE JANEIRO,RODRIGO AMORIM,
RIO DE JANEIRO,TARCISIO MOTTA,
RIO SONO,ANTONIO NETO,
RIO SONO,DR JOAO,
RIO SONO,ITAIR MARTINS,
RIO SONO,JOAO NETO,
RIO SONO,ROBERTO CAMPOS,
ROSÁRIO DO CATETE,CEZAR,
ROSÁRIO DO CATETE,LAERCIO PASSOS,
ROSÁRIO DO CATETE,VINO,
ROTEIRO,ALYSSON,
ROTEIRO,GABRIEL JATOBA,
ROTEIRO,TIAGO CURSINO,
ROTEIRO,WLADIMIR BRITO,
RURÓPOLIS,EDGAR,
RURÓPOLIS,MARCELO,MARCELO VEREADOR
RURÓPOLIS,MARCELO VEREADOR,
RURÓPOLIS,SIMAO DADALT,
RURÓPOLIS,TAKA,
RURÓPOLIS,ZE FILHO,
RUSSAS,JUNIOR GONCALVES,
RUSSAS,NATHIZAEL LEANDRO,
RUSSAS,SAVIO GURGEL,
SALVADOR,ACM NETO,
SALVADOR,BRUNO REIS,
SALVADOR,CEZAR LEITE,
SALVADOR,HILTON COELHO,
SALVADOR,IRMAO LAZARO,
SALVADOR,JOAO CARLOS BACELAR,
SALVADOR,LEO PRATES,
SALVADOR,LIDICE MATA,
SALVADOR,MAJOR DENICE,
SALVADOR,OLIVIA SANTANA,
SALVADOR,SARGENTO ISIDORIO,
SANTA CRUZ CABRÁLIA,AGNELO,
SANTA CRUZ CABRÁLIA,BAIANO,
SANTA CRUZ CABRÁLIA,SARGENTO APOLINARIO,
SANTA CRUZ CABRÁLIA,VIOLA,
SANTA HELENA,AGAMENON,
SANTA HELENA,FERNANDO CRENTE,
SANTA HELENA,JURANDIR,
SANTA HELENA,LOBATO,
SANTA HELENA,ZEZILDO,
SANTA LUZIA,FRANCA MACAQUINHO,
SANTA LUZIA,NEWTON CAVALCANTE,
SANTA MARIA DAS BARREIRAS,ADRIANO SALOMAO,
SANTA MARIA DAS BARREIRAS,EMIVALDO AMANCIO,
SANTA MARIA DAS BARREIRAS,JORGE KALLIL,
SANTA QUITÉRIA DO MARANHÃO,ANA CLAUDIA,
SANTA QUITÉRIA DO MARANHÃO,MANINHO LEAL,
SANTA QUITÉRIA DO MARANHÃO,SAMIA MOREIRA,
SANTANA DO ARAGUAIA,EDUARDO MACHADO,
SANTANA DO ARAGUAIA,GOIANINHO,
SANTANA DO ARAGUAIA,NILTON MILTAO,
SANTANA DO ARAGUAIA,ZE QUINCA,
SANTARÉM,ALEXANDRE VON,
SANTARÉM,BIRINHA,
SANTARÉM,BIRINHA ADVOGADO,BIRINHA
SANTARÉM,CORONEL TOMASO,
SANTARÉM,JACKSON FLOCLORE,JACKSON FOLCLORE
SANTARÉM,JACKSON FOLCLORE,
SANTARÉM,JOAO MASSAMIX,
SANTARÉM,JOTA NINOS,
SANTARÉM,LIRA MAIA,
SANTARÉM,MARIA CARMO,
SANTARÉM,NELIO AGUIAR,
SANTARÉM,NEY SANTANA,
SANTARÉM,PROFESSOR JARSEN,
SANTARÉM,VALDIR MATHIAS,VALDIR MATIAS
SANTARÉM,VALDIR MATIAS,
SANTO ANTÔNIO DE GOIÁS,CIMENTAO,
SANTO ANTÔNIO DE GOIÁS,DUDU GRAER,
SANTO ANTÔNIO DE GOIÁS,EDU,
SANTO ANTÔNIO DE GOIÁS,ELVECIO,
SANTO ANTÔNIO DE GOIÁS,KLEBER,
SANTO ANTÔNIO DE GOIÁS,LOURIVAL,
SANTOS,BANHA,
SANTOS,IVAN SARTORI,
SANTOS,JOAO PAULO PAPA,
SANTOS,JOAO VILLELA,
SANTOS,JOSE RENATO QUARESMA,
SANTOS,JUNIOR BOZZELLA,
SANTOS,KENNY,PROF KENNY
SANTOS,PAPA,JOAO PAULO PAPA
SANTOS,PAULO ALEXANDRE,
SANTOS,PAULO CORREA,PAULO CORREA JUNIOR
SANTOS,PAULO CORREA JUNIOR,
SANTOS,PROF KENNY,
SANTOS,ROGERIO SANTOS,
SANTOS,ROSANA VALLE,
SANTOS,TELMA,TELMA SOUZA
SANTOS,TELMA SOUZA,
SÃO CRISTÓVÃO,ADILSON JUNIOR,
SÃO CRISTÓVÃO,BETAO POVO,
SÃO CRISTÓVÃO,CARLOS VILAO,
SÃO CRISTÓVÃO,CORONEL ROCHA,
SÃO CRISTÓVÃO,GEDALVA UMBAUBA,
SÃO CRISTÓVÃO,MARCOS SANTANA,
SÃO CRISTÓVÃO,NETO BATALHA,
SÃO FÉLIX DE BALSAS,MARCIAL COSTA,
SÃO FÉLIX DE BALSAS,MARCIO PONTES,
SÃO FÉLIX DO CORIBE,CHEPA RIBEIRO,
SÃO FÉLIX DO CORIBE,HELVIO,
SÃO FÉLIX DO CORIBE,LEO LAURENISIO,
SÃO FÉLIX DO CORIBE,MOACIR,
SÃO FÉLIX DO CORIBE,NOZINHO,
SÃO FÉLIX DO XINGU,ANTONIO LEVINO,
SÃO FÉLIX DO XINGU,DARCY DENIMAR,
SÃO FÉLIX DO XINGU,DU REIS,
SÃO FÉLIX DO XINGU,JOAO CLEBER,
SÃO FÉLIX DO XINGU,MINERVIN,MINERVINA
SÃO FÉLIX DO XINGU,MINERVINA,
SÃO FÉLIX DO XINGU,NEUSA LEVINO,
SÃO FÉLIX DO XINGU,PASTOR SIDNEY,
SÃO GONÇALO DO AMARANTE,AILTON,
SÃO GONÇALO DO AMARANTE,CHANXE,
SÃO GONÇALO DO AMARANTE,JAIMR,JAIME
SÃO GONÇALO DO AMARANTE,JUNIOR DEPOSITO,
SÃO GONÇALO DO AMARANTE,PAULINHO,
SÃO GONÇALO DO AMARANTE,POTI NETO,
SÃO JOÃO DO SOTER,JOSA SILVA,
SÃO JOÃO DO SOTER,LUIZA ROCHA,
SÃO JOÃO DO SOTER,WELLINGTON MOURA,
SÃO JOÃO DOS PATOS,ALEXANDRE,
SÃO JOÃO DOS PATOS,GILVANA,
SÃO JOÃO DOS PATOS,MARCIO,
SÃO JOSÉ DA BARRA,JOAO PASSOS,
SÃO JOSÉ DA BARRA,MARCELINHO,
SÃO JOSÉ DA BARRA,SERGINHO,
SÃO JOSÉ DE RIBAMAR,BETO VILA,BETO VILAS
SÃO JOSÉ DE RIBAMAR,BETO VILAS,
SÃO JOSÉ DE RIBAMAR,EDSON JUNIOR,
SÃO JOSÉ DE RIBAMAR,EUDES SAMPAIO,
SÃO JOSÉ DE RIBAMAR,JOTA PINTO,
SÃO JOSÉ DE RIBAMAR,JULINHO,
SÃO JOSÉ DE RIBAMAR,TIAGO FERNANDES,
SÃO JOSÉ DOS CAMPOS,AGILBERTO CHAGAS,
SÃO JOSÉ DOS CAMPOS,CORONEL ELIANE NIKOLUK,
SÃO JOSÉ DOS CAMPOS,DR CONSTANTINO CURY,
SÃO JOSÉ DOS CAMPOS,FELICIO RAMUTH,
SÃO JOSÉ DOS CAMPOS,LETICIA AGUIAR,
SÃO JOSÉ DOS CAMPOS,RENATA PAIVA,
SÃO JOSÉ DOS CAMPOS,SHAKESPEARE CARVALHO,
SÃO JOSÉ DOS CAMPOS,WAGNER BALIEIRO,
SÃO LUÍS,ADRIANO SARNEY,
SÃO LUÍS,BIRA PANDARE,BIRA PINDARE
SÃO LUÍS,BIRA PINDARE,
SÃO LUÍS,CARLOS MADEIRA,
SÃO LUÍS,DR YGLESIO,
SÃO LUÍS,DUARTE JUNIOR,
SÃO LUÍS,EDUARDO BRAIDE,
SÃO LUÍS,JEFFERSON PORTELA,
SÃO LUÍS,JEISAEL MARX,
SÃO LUÍS,MADEIRA,
SÃO LUÍS,NETO EVANGELISTA,
SÃO LUÍS,OSMAR FILHO,
SÃO LUÍS,ROSEANA SARNEY,
SÃO LUÍS,RUBENS JUNIOR,
SÃO LUÍS,TADEU PALACIO,
SÃO LUÍS,WELLINGTON CURSO,
SÃO LUÍS,YGLESIO MOISES,
SÃO LUÍS DO QUITUNDE,CICERO CAVALCANTE,
SÃO LUÍS DO QUITUNDE,FERNANDA CAVALCANTE,
SÃO LUÍS DO QUITUNDE,JUNIOR PEDRO,
SÃO PAULO,ANDREA MATARAZZO,
SÃO PAULO,ARTHUR VAL,
SÃO PAULO,ATHUR VAL,ARTHUR VAL
SÃO PAULO,BRUNO COVAS,
SÃO PAULO,CELSO RUSSOMANNO,
SÃO PAULO,CELSO RUSSOMANO,CELSO RUSSOMANNO
SÃO PAULO,DATENA,JOSE LUIZ DATENA
SÃO PAULO,FERNANDO HADDAD,
SÃO PAULO,FILIPE SABARA,
SÃO PAULO,GUILHERME BOULOS,
SÃO PAULO,JAIR BOLSONARO,
SÃO PAULO,JILMAR TATTO,
SÃO PAULO,JOAO DORIA,
SÃO PAULO,JOICE HASSELMANN,
SÃO PAULO,JOSE LUIZ DATENA,
SÃO PAULO,LULA,
SÃO PAULO,MARCIO FRANCA,
SÃO PAULO,MARTA,MARTA SUPLICY
SÃO PAULO,MARTA SUPLICY,
SÃO PAULO,PAULO SKAFF,
SÃO PAULO,TABATA AMARAL,
SÃO SEBASTIÃO,AMILTON PACHECO,
SÃO SEBASTIÃO,FELIPE AUGUSTO,
SÃO SEBASTIÃO,GLEIVISON GASPAR,
SÃO SEBASTIÃO,REINALDINHO MOREIRA,
SÃO SEBASTIÃO DO PASSÉ,ANGELO,ANGELO SANTANA
SÃO SEBASTIÃO DO PASSÉ,ANGELO SANTANA,
SÃO SEBASTIÃO DO PASSÉ,DR BRENO,
SÃO SEBASTIÃO DO PASSÉ,EVALDO,EVALDO FIRES
SÃO SEBASTIÃO DO PASSÉ,EVALDO FIRES,
SÃO SEBASTIÃO DO PASSÉ,LUCIANO LAGO,
SÃO SEBASTIÃO DO PASSÉ,NILZA,NILZA MATA
SÃO SEBASTIÃO DO PASSÉ,NILZA MATA,
SÃO SEBASTIÃO DO PASSÉ,TANIA PORTUGAL,
SENA MADUREIRA,GERLEN DINIZ,
SENA MADUREIRA,JOSANDRO CAVALCANTE,
SENA MADUREIRA,MAZINHO SERAFIM,
SENA MADUREIRA,TOINHA VIEIRA,
SENA MADUREIRA,ZENIL CHAVES,
SENADOR GUIOMARD,BRANCA MENEZES,
SENADOR GUIOMARD,GILSON FUNERARIA,
SENADOR RUI PALMEIRA,JEANE MOURA,
SENADOR RUI PALMEIRA,PADRE,
SENADOR RUI PALMEIRA,ROGERIO AMARAL,
SERRA NEGRA DO NORTE,ACACIO BRITO,
SERRA NEGRA DO NORTE,ALYSSON MOISES,
SERRA NEGRA DO NORTE,ROGERIO MARIZ,
SERRA NEGRA DO NORTE,SERGINHO FERNANDES,
SERRANO DO MARANHÃO,MAGUILA,
SERRANO DO MARANHÃO,MARILEIDE,
SERRANO DO MARANHÃO,VAL CUNHA,
SERRANO DO MARANHÃO,ZANA,
SÍTIO DO MATO,CASSIO CURSINO,
SÍTIO DO MATO,GLAUCIA NUNES,
SÍTIO DO MATO,MARCINHA,
SOUSA,ANDRE GADELHA,
SOUSA,FABIO TYRONE,
SOUSA,LEONARDO GADELHA,
SOUSA,ZE CELIO,
SUCUPIRA DO RIACHÃO,EDMILSON CARVALHO,
SUCUPIRA DO RIACHÃO,REGINA STELA,
SUCUPIRA DO RIACHÃO,WALTER AZEVEDO,
SUSSUAPARA,NAERTON MOURA,
SUSSUAPARA,TALLES CARVALHO,
TARAUACÁ,ABDIAS FARMACIA,
TARAUACÁ,GILMAR TORRES,
TARAUACÁ,JANAINA FURTADO,
TARAUACÁ,JUNIOR FEITOSA,
TARAUACÁ,LAURO BENIGNO,
TARAUACÁ,MARILETE VITORINO,
TARAUACÁ,NEIA SERGIO,
TARAUACÁ,RODRIGO DAMASCENO,
TERESINA,DR PESSOA,
TERESINA,FABIO ABREU,
TERESINA,FABIO NOVO,
TERESINA,GEORGIANO NETO,
TERESINA,KLEBER MOTEZUMA,
TERESINA,SILAS FREIRE,
TERESINA,SILVIO MENDES,
TIMON,ALEXANDRE ALMEIDA,
TIMON,CLARA PRADO,
TIMON,COMANDANTE SCHNNEYDER,
TIMON,CORONEL SCHNNEYDER,COMANDANTE SCHNNEYDER
TIMON,DINAIR VELOSO,
TIMON,ERIVALDO LIMA,
TIMON,HENRIQUE JUNIOR,VEREADOR HENRIQUE JUNIOR
TIMON,HORMANN SCHNNEYDER,
TIMON,JACONIAS MORAES,
TIMON,JACONIAS MORAIS,JACONIAS MORAES
TIMON,LEANDRO BELLO,
TIMON,PROFESSORA FAFA,
TIMON,RAFAEL LEITOA,
TIMON,SOCORRO WAQUIM,
TIMON,VEREADOR HENRIQUE JUNIOR,
TOBIAS BARRETO,ANTONIO NERY,
TOBIAS BARRETO,BETA,
TOBIAS BARRETO,CEZAR PRADO,
TOBIAS BARRETO,DILSON AGRIPINO,
TOBIAS BARRETO,DIOGENES ALMEIDA,
TOBIAS BARRETO,GAL FILO,
TOBIAS BARRETO,MAGNO ARAUJO,
TOBIAS BARRETO,MAGNO ARUAJO,MAGNO ARAUJO
TOLEDO,ADEMAR DORFSCHMIDT,
TOLEDO,BETO LUNITTI,
TOLEDO,CESAR KRUGER,
TOLEDO,DILCEU SPERAFICO,
TOLEDO,JANICE SALVADOR,
TOLEDO,LODI,
TOLEDO,LUCIO MARCHI,
TOLEDO,MARCOS ZANETTI,
TOLEDO,MARLI ESPORTE,
TOLEDO,ODACI FIORENTIN,ODACIR FIORENTIN
TOLEDO,ODACIR FIORENTIN,
TOLEDO,ODACIT FIORENTIN,ODACIR FIORENTIN
TOLEDO,PELANKA,
TOLEDO,POLETTO,
TOLEDO,SIMOE SPONHOLZ,SIMONE SPONHOLZ
TOLEDO,SIMONE SPONHOLZ,
TOLEDO,TITA FURLAN,
TOLEDO,VAGNER DELABIO,
TOLEDO,WELTER,
TOLEDO,ZOIO,
TUCURUÍ,ADEMIR ANDRADE,
TUCURUÍ,ALEXANDRE SIQUEIRA,
TUCURUÍ,ARTUR BRITO,
TUCURUÍ,ELIANE,ELIANE LIMA
TUCURUÍ,ELIANE LIMA,
TUCURUÍ,HERNANDES VAZ,
TUCURUÍ,HERNANDEZ VAZ,HERNANDES VAZ
TUCURUÍ,JAIRO HOLANDA,
TUCURUÍ,MARCELO ACIT,
TUCURUÍ,XANDAO,
TUNTUM,DIDA TIO LUIS,
TUNTUM,FERNANDO PESSOA,
UNIÃO,ANTONIO JOSE MEDEIROS,
UNIÃO,GUSTAVO MEDEIROS,
UNIÃO,RICARDO,
URUARÁ,CID,
URUARÁ,ELCIR,
URUARÁ,ERALDO PIMENTA,
URUARÁ,GILSINHO BRANDAO,
URUARÁ,MANUEL CASA BRANCA,
VALPARAÍSO DE GOIÁS,AFRANIO PIMENTEL,
VALPARAÍSO DE GOIÁS,CORONEL FERREIRA,
VALPARAÍSO DE GOIÁS,ELVIS SANTOS,
VALPARAÍSO DE GOIÁS,LEDA BORGES,
VALPARAÍSO DE GOIÁS,MARIA YVELONIA,
VALPARAÍSO DE GOIÁS,PABIO MOSSORO,
VALPARAÍSO DE GOIÁS,SILVANO,
VARJÃO,DIVINICO,
VARJÃO,LUCIANO RAIMUNDO,
VARJÃO,RAFAEL FEIRA,
VARJÃO,ROBERTO QUEIROZ,
VARJÃO,RONINHO,
VILA NOVA DO PIAUÍ,EDILSON BRITO,
VILA NOVA DO PIAUÍ,GERONIMO,
VILHENA,EDUARDO JAPONES,
VILHENA,MIGUEL CAMARA,
VILHENA,PAULO ARGAMAZON,
VILHENA,ROSANE DONADON,
VILHENA,SAMIR ALI,
VITÓRIA DO XINGU,CAETANO,
VITÓRIA DO XINGU,JOSY AMARAL,
VITÓRIA DO XINGU,MARCIO MEGA,
VITÓRIA DO XINGU,MURILO,MURILO SOUSA
VITÓRIA DO XINGU,MURILO SOUSA,
VITÓRIA DO XINGU,NENGO TAXISTA,
VITÓRIA DO XINGU,PRETINHO,
VITÓRIA DO XINGU,ROGERIO,ROGERIO SECRETARIO
VITÓRIA DO XINGU,ROGERIO SECRETARIO,
VITÓRIA DO XINGU,VANDO,
VITÓRIA DO XINGU,VEREADOR AMARAL,
XIQUE-XIQUE,EDUARDO,
XIQUE-XIQUE,REINALDO BRAGA FILHO,
ZÉ DOCA,JOSINHA CUNHA,
ZÉ DOCA,ZE COSTA,
